video_id,title,publish_date,duration_seconds,transcript_length,course_code,course_name,course_confidence,course_evidence,domain,domain_evidence,short_transcript_status,characters_per_second
_7qq1JYj2kM,"Lec 11 | MIT 6.450 Principles of Digital Communications I, Fall 2006",2009-04-29,4958,59212,6.450,Principles of Digital Communications I,high,title:MIT 6.450,computer_science_ai_data,department:6,not_short,11.943
_7vVBtiVXIw,Second fundamental theorem and quadratic approximation | MIT 18.01SC Single Variable Calculus,2011-01-08,476,6401,18.01SC,Single Variable Calculus,high,title:MIT 18.01SC,mathematics_statistics,department:18,not_short,13.447
_85xTt0cU3s,L2.4 Degenerate Perturbation Theory: Leading energy corrections,2019-02-14,412,3334,8.06,Quantum Physics III,high,description:MIT 8.06,physics,department:8,likely_valid_short_video,8.092
_8TPfNfgH0I,"Light Propagation in Sub-wavelength Modulated Media | MIT 2.71 Optics, Spring 2009",2011-03-17,968,9746,2.71,Optics,high,title:MIT 2.71,engineering,department:2,not_short,10.068
_aMhpf6CK90,"Lec 22 | MIT 6.013 Electromagnetics and Applications, Fall 2",2008-04-10,81,439,6.013,"Electromagnetics and Applications, Fall 2",high,title:MIT 6.013,computer_science_ai_data,department:6,likely_valid_short_video,5.42
_AWFPw0Hu-Y,Lecture 2: Thermoelectric effect and thermoelectric devices,2024-06-26,5136,57269,2.997,Direct Solar/Thermal To Electrical Energy Conversion Technologies,high,description:MIT 2.997,engineering,department:2,not_short,11.151
_ax_ViGCxLI,"Lec 19 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2009-09-09,2568,22649,5.80,Small-Molecule Spectroscopy and Dynamics,high,title:MIT 5.80,unresolved,no_domain_evidence,not_short,8.82
_ax4eNMI9Dw,Method Call,2017-02-15,107,1359,6.0001,Introduction to Computer Science and Programming in Python,high,description:MIT 6.0001,computer_science_ai_data,department:6,likely_valid_short_video,12.701
_ayCen0j-0w,"19. Classical Size Effects, Parallel Direction",2013-01-16,4833,48018,2.57,Nano-to-Micro Transport Processes,high,description:MIT 2.57,engineering,department:2,not_short,9.935
_bjy6AMn5aY,7. Aesthetics and Player Experience,2023-02-14,1688,24512,CMS.608,Game Design,high,description:MIT CMS.608,education_communication_media,department:CMS,not_short,14.521
_bTZbn7M2Hc,L1.4 First order correction to the state. Second order correction to energy,2019-02-14,825,6618,8.06,Quantum Physics III,high,description:MIT 8.06,physics,department:8,not_short,8.022
_CdoRiNSrqI,"Lec 23: Flux; normal form of Green's theorem | MIT 18.02 Multivariable Calculus, Fall 2007",2009-01-27,3013,27943,18.02,Multivariable Calculus,high,title:MIT 18.02,mathematics_statistics,department:18,not_short,9.274
_CovlKXmuWo,"Lec 2 | MIT 7.012 Introduction to Biology, Fall 2004",2008-01-17,2889,40422,7.012,Introduction to Biology,high,title:MIT 7.012,biology_medicine_neuroscience,department:7,not_short,13.992
_crDeSDpB20,Lec 13: Oligopoly I,2025-04-02,2870,39891,14.01,Principles of Microeconomics,high,description:MIT 14.01,economics_business_management,department:14,not_short,13.899
_CTZDDFaE5A,Lec 14 | MIT 3.320 Atomistic Computer Modeling of Materials,2008-04-29,4913,67132,3.320,Atomistic Computer Modeling of Materials,high,title:MIT 3.320,engineering,department:3,not_short,13.664
_CUXbDB0bUU,The Purpose of the American Corporation,2017-03-07,575,7850,RES.15-003,Shaping the Future of Work (15.662x),high,description:MIT RES.15-003,unresolved,no_domain_evidence,not_short,13.652
_d-sBKShO90,8. Economics of Energy Demand,2013-03-29,4083,49204,15.031J,"Energy Decisions, Markets, and Policies",high,description:MIT 15.031J,economics_business_management,department:15,not_short,12.051
_d27jyqzoKQ,"Lec 5 | MIT Finite Element Procedures for Solids and Structures, Nonlinear Analysis",2011-06-11,3034,40329,unresolved,unresolved,unresolved,no_course_code_pattern,unresolved,no_domain_evidence,not_short,13.292
_DbUa8w0W74,Instructor Interview: Course History,2016-01-04,223,2984,6.811,Principles and Practices of Assistive Technology,high,description:MIT 6.811,computer_science_ai_data,department:6,likely_valid_short_video,13.381
_dhcifVwZlA,Day 1 | Deliberative Democracy and Dispute Resolution,2008-05-19,190,2314,unresolved,unresolved,unresolved,no_course_code_pattern,unresolved,no_domain_evidence,likely_valid_short_video,12.179
_DHlhTrlDxc,12. EM Waves: Reflection at a Single Interface,2013-01-16,4888,46446,2.57,Nano-to-Micro Transport Processes,high,description:MIT 2.57,engineering,department:2,not_short,9.502
_dZtcXCwIFw,14. Innovation and Energy Business Models,2013-03-29,4145,62490,15.031J,"Energy Decisions, Markets, and Policies",high,description:MIT 15.031J,economics_business_management,department:15,not_short,15.076
_e2nDnV7FQs,Lecture 18: Applying Data Science and Artificial Intelligence to Managing Biomedical Portfolios,2025-12-03,4860,69137,18.642,Topics in Mathematics with Applications in Finance,high,description:MIT 18.642,mathematics_statistics,department:18,not_short,14.226
_eGNSuTBc60,11. Blockchain Economics,2020-01-23,4678,67443,unresolved,unresolved,unresolved,no_course_code_pattern,economics_business_management,keyword_score:2,not_short,14.417
_eiT4CEBlX8,MIT Photographer explains one thing AI can never do,2026-06-01,257,3543,unresolved,unresolved,unresolved,no_course_code_pattern,unresolved,no_domain_evidence,likely_valid_short_video,13.786
_erP4SBOXRI,Elements on Fire | MIT Chemistry Behind the Magic,2012-11-21,307,2831,unresolved,unresolved,unresolved,no_course_code_pattern,unresolved,no_domain_evidence,likely_valid_short_video,9.221
_EtlZAMQ2gc,7.4.3 R7. Visualization - Video 2: Pie Charts,2018-12-13,234,3552,15.071,The Analytics Edge,high,description:MIT 15.071,economics_business_management,department:15,likely_valid_short_video,15.179
_FATUw506mE,Separable Equations,2016-05-06,787,8227,RES.18-009,Learn Differential Equations: Up Close with Gilbert Strang and Cleve Moler,high,description:MIT RES.18-009,mathematics_statistics,keyword_score:1,not_short,10.454
_fJZbeVeBxg,10. The Killing Curve | MIT ChemLab Boot Camp,2012-11-20,249,3199,unresolved,unresolved,unresolved,no_course_code_pattern,unresolved,no_domain_evidence,likely_valid_short_video,12.847
_Fo3Jq1blKk,"Linear Systems of Equations | MIT 18.03SC Differential Equations, Fall 2011",2012-01-04,394,4579,18.03SC,Differential Equations,high,title:MIT 18.03SC,mathematics_statistics,department:18,likely_valid_short_video,11.622
_FTcvxwOFwA,Lecture 11: Regulating the Tech Giants,2024-09-27,5274,61027,14.271,Industrial Organization I,high,description:MIT 14.271,economics_business_management,department:14,not_short,11.571
_FTwuE36SUA,13. Vehicle Scheduling,2019-05-11,3259,36916,1.258J,Public Transportation Systems,high,description:MIT 1.258J,unresolved,no_domain_evidence,not_short,11.327
_FtXi0_ZMvk,Video 1:  Kanji in Tobira Lesson 1,2023-03-15,2324,24317,RES.21G,"505 Kanji Learning Any Time, Any Place for Japanese V",high,description:MIT RES.21G,education_communication_media,keyword_score:1,not_short,10.463
_fWt9yHslDo,35. Reproductive Cloning and Embryonic Stem Cells,2020-05-12,2068,21673,7.016,Introductory Biology,high,description:MIT 7.016,biology_medicine_neuroscience,department:7,not_short,10.48
_fXQ1SwKjDg,Lecture 4A: Pattern Matching and Rule-based Substitution,2019-08-22,3790,46021,6.001,Structure and Interpretation of Computer Programs,high,description:MIT 6.001,computer_science_ai_data,department:6,not_short,12.143
_FXukyeNEFQ,Lab 3: ZnS:Cu LED,2013-11-15,268,2153,unresolved,unresolved,unresolved,no_course_code_pattern,unresolved,no_domain_evidence,likely_valid_short_video,8.034
_GgdGtQME1I,4. Preflop Re-raising Theory,2017-07-26,4660,73901,unresolved,unresolved,unresolved,no_course_code_pattern,unresolved,no_domain_evidence,not_short,15.859
_GmzGci0Cpw,Ep. 7: Element Production (Fusion) -- Part 2,2019-09-27,501,6068,RES.8-007,Cosmic Origin of the Chemical Elements,high,description:MIT RES.8-007,engineering,keyword_score:1,not_short,12.112
_gqsatXDIJ4,Lecture 16: Partial Molar Properties,2023-10-23,2506,18273,3.020,Thermodynamics of Materials,high,description:MIT 3.020,engineering,department:3,not_short,7.292
_GRVq26jIHs,"2B. Intro 2: Biological Side of Computational Biology. Comparative Genomics, Models & A...",2022-08-22,2894,39440,unresolved,unresolved,unresolved,no_course_code_pattern,biology_medicine_neuroscience,keyword_score:3,not_short,13.628
_gsDTzOpiKo,"Lecture 19: Motor System, 1",2022-05-16,2650,31512,9.01,Neuroscience and Behavior,high,description:MIT 9.01,biology_medicine_neuroscience,department:9,not_short,11.891
_GT4SZibf5E,"Orthogonal Vectors and Subspaces | MIT 18.06SC Linear Algebra, Fall 2011",2011-12-09,620,5383,18.06SC,Linear Algebra,high,title:MIT 18.06SC,mathematics_statistics,department:18,not_short,8.682
_hDfZF64wic,L14.10 Summary,2018-04-24,341,4693,RES.6-012,Introduction to Probability,high,description:MIT RES.6-012,mathematics_statistics,keyword_score:1,likely_valid_short_video,13.762
_HL7qwWvON4,L17.2 LLMS Formulation,2018-04-24,298,3988,RES.6-012,Introduction to Probability,high,description:MIT RES.6-012,mathematics_statistics,keyword_score:1,likely_valid_short_video,13.383
_HpMRwM6tAQ,Scenario 9: Cost-Benefit Analysis - Class Discussion,2017-08-17,761,11201,11.601,Introduction to Environmental Policy and Planning,high,description:MIT 11.601,architecture_urban_studies,department:11,not_short,14.719
_HRTdXJgZ0Q,Lecture 23: Pointwise and Uniform Convergence of Sequences of Functions,2022-06-21,4157,33862,18.100A,Real Analysis,high,description:MIT 18.100A,mathematics_statistics,department:18,not_short,8.146
_hYaOtW4XY4,"Rec 2 | MIT 18.085 Computational Science and Engineering I, Fall 2008",2009-02-25,3073,30685,18.085,Computational Science and Engineering I,high,title:MIT 18.085,mathematics_statistics,department:18,not_short,9.985
_i0yWRrEesM,13. EM Wave Propagation Through Thin Films & Multilayers,2013-01-16,4524,43910,2.57,Nano-to-Micro Transport Processes,high,description:MIT 2.57,engineering,department:2,not_short,9.706
_IDgYAGKyuo,18. Countable-state Markov Chains and Processes,2012-06-29,4589,52648,6.262,Discrete Stochastic Processes,high,description:MIT 6.262,computer_science_ai_data,department:6,not_short,11.473
_ieUdiazvmA,Core Sub-task Presentation II,2012-07-24,1747,25902,22.033,Nuclear Systems Design Project,high,description:MIT 22.033,engineering,department:22,not_short,14.827
_IFUfFuyQlU,11. Time Series Analysis II,2015-01-06,5028,52726,unresolved,unresolved,unresolved,no_course_code_pattern,unresolved,no_domain_evidence,not_short,10.486
_iNqssktTto,Lecture 4: Time Preferences (Theory) II,2021-09-27,4649,78739,14.13,Psychology and Economics,high,description:MIT 14.13,economics_business_management,department:14,not_short,16.937
_iSqhxWjkq8,19. Spectroscopy: Probing Molecules with Light,2019-01-09,3037,28623,5.61,Physical Chemistry,high,description:MIT 5.61,unresolved,no_domain_evidence,not_short,9.425
_IX_9ajyOxI,L23.2 The Sum of Independent Poisson Random Variables,2018-04-24,243,2953,RES.6-012,Introduction to Probability,high,description:MIT RES.6-012,mathematics_statistics,keyword_score:1,likely_valid_short_video,12.152
_JGetImYLis,5.4.9 R5. Predictive Coding - Video 8: Predictive Coding Today,2018-12-13,49,636,15.071,The Analytics Edge,high,description:MIT 15.071,economics_business_management,department:15,likely_valid_short_video,12.98
_jKHejk45Sg,"Lec 6 | MIT 2.71 Optics, Spring 2009",2011-03-17,3211,43198,2.71,Optics,high,title:MIT 2.71,engineering,department:2,not_short,13.453
_jPVD45YYlk,Consistency condition. Particle on a circle,2017-07-31,1065,9109,8.04,Quantum Physics I,high,description:MIT 8.04,physics,department:8,not_short,8.553
_jSFwF8rMdY,"Lecture 18: Random Walks on Finite Groups, Part 2",2025-11-03,4615,44978,18.156,Projection Theory,high,description:MIT 18.156,mathematics_statistics,department:18,not_short,9.746
_JXPe2J069c,"Lec 21 | MIT 18.01 Single Variable Calculus, Fall 2007",2009-08-12,3017,32419,18.01,Single Variable Calculus,high,title:MIT 18.01,mathematics_statistics,department:18,not_short,10.745
_jz3HWBmruo,Safety guideline for COVID-19: Transient aerosol buildup,2021-04-08,749,9498,RES.10-S95,Physics of COVID-19 Transmission,high,description:MIT RES.10-S95,physics,keyword_score:1,not_short,12.681
_KbfL3lVgag,"Lec 10 | MIT RES.6-008 Digital Signal Processing, 1975",2011-12-07,2599,29749,RES.6-008,"Digital Signal Processing, 1975",high,title:MIT RES.6-008,unresolved,no_domain_evidence,not_short,11.446
_kKIQ1h9UuA,"16. 2D and 3D waves, Snell's Law",2018-04-18,4905,50062,8.03SC,Physics III: Vibrations and Waves,high,description:MIT 8.03SC,physics,department:8,not_short,10.206
_kx9OzsCL4I,R3. Pre-Steady State and Steady-State Kinetic Methods Applied to Translation,2019-08-01,3328,47434,5.08J,Biological Chemistry II,high,description:MIT 5.08J,biology_medicine_neuroscience,keyword_score:1,not_short,14.253
_L315IjxyUM,5.3.7 How IBM Built a Jeopardy Champion - Video 4: How Watson Works - Steps 1 and 2,2018-12-13,222,2864,15.071,The Analytics Edge,high,description:MIT 15.071,economics_business_management,department:15,likely_valid_short_video,12.901
_l9y2Kv8VHw,L18.7 Convergence in Probability Examples,2018-04-24,485,6399,RES.6-012,Introduction to Probability,high,description:MIT RES.6-012,mathematics_statistics,keyword_score:1,not_short,13.194
_LJnCFFyF-M,Lecture 22: Happiness and Mental Health,2021-09-27,4198,64755,14.13,Psychology and Economics,high,description:MIT 14.13,economics_business_management,department:14,not_short,15.425
_ly5LmLte50,8. Form perception,2014-10-28,4361,52065,9.04,Sensory Systems,high,description:MIT 9.04,biology_medicine_neuroscience,department:9,not_short,11.939
_m4Gvu90Ydw,"Lec 1 | MIT 7.012 Introduction to Biology, Fall 2004",2008-01-17,2178,32396,7.012,Introduction to Biology,high,title:MIT 7.012,biology_medicine_neuroscience,department:7,not_short,14.874
_MohGTvxaRk,Video 3: Technology Isn’t What You Think It Is - MIT Innovation Teams,2025-09-29,293,4908,15.371,/10.807/2.907 Innovation Teams,high,description:MIT 15.371,economics_business_management,department:15,likely_valid_short_video,16.751
_mqFIqnCPak,5.2 Worked Example: Gravity - Superposition,2017-06-02,526,4883,8.01,Classical Mechanics,high,description:MIT 8.01,physics,department:8,likely_valid_short_video,9.283
_n1OOWghLPc,Lec 26 | MIT 3.091 Introduction to Solid State Chemistry,2008-04-29,2932,34580,3.091,Introduction to Solid State Chemistry,high,title:MIT 3.091,engineering,department:3,not_short,11.794
_naTiUQOq34,4.5 Lorentz Transformation,2021-11-08,414,5476,8.20,"Introduction to Special Relativity, January",high,description:MIT 8.20,physics,department:8,not_short,13.227
_nbtaQtX6JA,"Definition of the Derivative | MIT 18.01SC Single Variable Calculus, Fall 2010",2011-01-08,748,9757,18.01SC,Single Variable Calculus,high,title:MIT 18.01SC,mathematics_statistics,department:18,not_short,13.044
_nct_bjbX6E,Advice for Next Teaching Generation: Focus Curricula on the Microbial World,2017-08-22,332,4138,5.07SC,Biological Chemistry,high,description:MIT 5.07SC,unresolved,domain_tie:biology_medicine_neuroscience|education_communication_media,likely_valid_short_video,12.464
_NvBNFDldV4,Lecture 3: Where Do Game Ideas Come From?,2025-09-16,2923,41286,CMS.608,Game Design,high,description:MIT CMS.608,education_communication_media,department:CMS,not_short,14.125
_NYsYuzMLs0,Lecture 2: Contradiction and Induction,2025-07-22,4778,55032,6.1200J,Mathematics for Computer Science,high,description:MIT 6.1200J,computer_science_ai_data,department:6,not_short,11.518
_OcgtpQvrVs,Lecture 9: Pleat Folding,2014-08-26,4979,68776,6.849,"Geometric Folding Algorithms: Linkages, Origami, Polyhedra",high,description:MIT 6.849,computer_science_ai_data,department:6,not_short,13.813
_oKLtT7F9hg,"Lec 17 | MIT 6.450 Principles of Digital Communications I, Fall 2006",2009-04-29,4081,52140,6.450,Principles of Digital Communications I,high,title:MIT 6.450,computer_science_ai_data,department:6,not_short,12.776
_OkTw766oCs,1. Introduction and Supply & Demand,2020-07-16,2087,33860,14.01,Principles of Microeconomics,high,description:MIT 14.01,economics_business_management,department:14,not_short,16.224
_ozQJncmJYk,1.4.5 R1. Understanding Food - Video 4: Creating Plots in R,2018-12-13,558,6309,15.071,The Analytics Edge,high,description:MIT 15.071,economics_business_management,department:15,not_short,11.306
_OZXEb8FxZQ,L1.1 General problem.  Non-degenerate perturbation theory,2019-02-14,1376,13316,8.06,Quantum Physics III,high,description:MIT 8.06,physics,department:8,not_short,9.677
_P1vVyKziWk,12. Flexology student demonstrations,2014-07-02,4026,39461,21M.355,Musical Improvisation,high,description:MIT 21M.355,humanities_social_science,keyword_score:1,not_short,9.802
_p3NpyfNp78,L2.1 Remarks and validity of the perturbation series,2019-02-14,1348,11999,8.06,Quantum Physics III,high,description:MIT 8.06,physics,department:8,not_short,8.901
_Pdlr0jOhbQ,5: Auditory Scene Analysis,2026-03-30,4803,70596,9.35,,high,description:MIT 9.35,biology_medicine_neuroscience,department:9,not_short,14.698
_PmJoExiSPo,"Lec 17 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008",2008-12-12,1921,20715,5.60,Thermodynamics & Kinetics,high,title:MIT 5.60,physics,keyword_score:1,not_short,10.783
_PpVlwIeYpg,"Lecture 18: Overview of Taxation and Tax Base, Tax Incidence",2026-02-04,4696,69034,14.41,Public Finance and Public Policy,high,description:MIT 14.41,economics_business_management,department:14,not_short,14.701
_PwhiWxHK8o,16. Learning: Support Vector Machines,2014-01-10,2974,34698,6.034,Artificial Intelligence,high,description:MIT 6.034,computer_science_ai_data,department:6,not_short,11.667
_qDdzzBDoPc,Highlights for High School Guided Tour 2009,2009-12-02,206,2868,unresolved,unresolved,unresolved,no_course_code_pattern,unresolved,no_domain_evidence,likely_valid_short_video,13.922
_qixt0NLc9I,Laser Fundamentals III | MIT Understanding Lasers and Fiberoptics,2012-03-21,3253,42659,unresolved,unresolved,unresolved,no_course_code_pattern,physics,keyword_score:2,not_short,13.114
_QnAUd-em3E,"Rec 9 | MIT 6.00SC Introduction to Computer Science and Programming, Spring 2011",2012-03-02,2998,33100,6.00SC,Introduction to Computer Science and Programming,high,title:MIT 6.00SC,computer_science_ai_data,department:6,not_short,11.041
_qTVDxXBK5A,Nick Cheney: Capturing Neural Plasticity in Deep Networks,2018-04-03,208,2915,RES.9-003,"Brains, Minds and Machines Summer Course",high,description:MIT RES.9-003,unresolved,domain_tie:architecture_urban_studies|biology_medicine_neuroscience,likely_valid_short_video,14.014
_r7pI2_FjSg,Applying Newton's 2nd Law,2017-06-02,197,2941,8.01,Classical Mechanics,high,description:MIT 8.01,physics,department:8,likely_valid_short_video,14.929
_Rcd-NZwoi4,"R5. Overview of Cross-Linking, Including Photo-Reactive Cross-Linking Methods",2019-08-01,3042,29723,5.08J,Biological Chemistry II,high,description:MIT 5.08J,biology_medicine_neuroscience,keyword_score:1,not_short,9.771
_RIqn1c_BY8,"Lab 3: Biogas and Biodigesters, Part I: Lecture",2013-03-19,2341,29641,SP.775,D-Lab Energy,high,description:MIT SP.775,engineering,keyword_score:1,not_short,12.662
_RqqzyWDVMA,2.10.5 Spanning Trees: Video,2016-09-12,639,10069,6.042J,Mathematics for Computer Science,high,description:MIT 6.042J,computer_science_ai_data,department:6,not_short,15.757
_rU1VmnyYG0,Video 29: Analytical Microreactor Case Study,2017-04-26,120,1467,RES.10-001,Making Science and Engineering Pictures: A Practical Guide to Presenting Your Work,high,description:MIT RES.10-001,engineering,keyword_score:1,likely_valid_short_video,12.225
_RyRYO4v24w,Lecture 20: Public Finance (Part 3),2023-04-05,4862,73385,14.771,Development Economics,high,description:MIT 14.771,economics_business_management,department:14,not_short,15.094
_S1CREXGfvE,1.2. Prof. Klute’s Research,2021-11-08,802,11074,8.20,"Introduction to Special Relativity, January",high,description:MIT 8.20,physics,department:8,not_short,13.808
_shuV1tJbTU,"4. Risk Stratification, Part 1",2020-10-22,4365,67748,unresolved,unresolved,unresolved,no_course_code_pattern,unresolved,no_domain_evidence,not_short,15.521
_sNtz_Z5MA4,Airborne disease transmission in a well-mixed room: Drop-size distributions,2021-04-08,1209,17749,RES.10-S95,Physics of COVID-19 Transmission,high,description:MIT RES.10-S95,physics,keyword_score:1,not_short,14.681
_sUVXHfUVsY,Optics: Half-wave plate | MIT Video Demonstrations in Lasers and Optics,2012-06-15,404,5031,unresolved,unresolved,unresolved,no_course_code_pattern,physics,keyword_score:2,not_short,12.453
_svW8NV1A6k,"Lecture 0: Tomaso Poggio - Introduction to Brains, Minds, and Machines",2018-04-03,672,6559,RES.9-003,"Brains, Minds and Machines Summer Course",high,description:MIT RES.9-003,biology_medicine_neuroscience,keyword_score:1,not_short,9.76
_SxMjq1_RrI,"7. ""In a Silent Way"" and student demonstrations",2014-07-02,2901,26441,21M.355,Musical Improvisation,high,description:MIT 21M.355,humanities_social_science,keyword_score:1,not_short,9.114
_tdj84EV7BI,9. Foams: Thermal Properties,2016-10-14,3518,31260,3.054,"Cellular Solids: Structure, Properties and Applications",high,description:MIT 3.054,engineering,department:3,not_short,8.886
_TdJBLu6hPc,"Lec 15 | MIT 7.012 Introduction to Biology, Fall 2004",2008-01-31,3012,35676,7.012,Introduction to Biology,high,title:MIT 7.012,biology_medicine_neuroscience,department:7,not_short,11.845
_TEMQhpsGFg,2. Wave Nature of the Electron and the Internal Structure of an Atom,2019-01-09,2716,26162,5.61,Physical Chemistry,high,description:MIT 5.61,unresolved,no_domain_evidence,not_short,9.633
_tZ102Wi0hE,Lecture 19: Fundamental Theorem of Calculus,2025-09-02,4828,39731,18.100B,Real Analysis,high,description:MIT 18.100B,mathematics_statistics,department:18,not_short,8.229
_U6YamvF7BE,3. Wave-Particle Duality of Light,2017-08-03,2752,33709,5.111,Principles of Chemical Science,high,description:MIT 5.111,engineering,keyword_score:1,not_short,12.249
_UBh66KVAJI,"Average x-Coordinate in a Region | MIT 18.01SC Single Variable Calculus, Fall 2010",2011-01-08,640,8021,18.01SC,Single Variable Calculus,high,title:MIT 18.01SC,mathematics_statistics,department:18,not_short,12.533
_uKBaTKZa6c,Optics: Fringe contrast - polarization difference | MIT Video Demonstrations in Lasers and Optics,2012-06-15,341,3988,unresolved,unresolved,unresolved,no_course_code_pattern,physics,keyword_score:2,likely_valid_short_video,11.695
_uNWqE3LS1E,23. Black holes II,2020-08-26,4300,38580,8.962,General Relativity,high,description:MIT 8.962,physics,department:8,not_short,8.972
_uq3aNIM-IU,Session 2.1: More About Methane Leaks,2018-04-30,788,10353,unresolved,unresolved,unresolved,no_course_code_pattern,unresolved,no_domain_evidence,not_short,13.138
_vA3IT2KZs0,Polymer Strength (Intro to Solid-State Chemistry),2020-12-07,522,7058,3.091,Introduction to Solid-State Chemistry,high,description:MIT 3.091,engineering,department:3,not_short,13.521
_vyke3vF4Nk,"Lecture 4, Convolution | MIT RES.6.007 Signals and Systems, Spring 2011",2011-09-02,3137,32232,RES.6.007,Signals and Systems,high,title:MIT RES.6.007,unresolved,no_domain_evidence,not_short,10.275
_wctRwpa6j4,Class 5: Tessellations & Modulars,2014-08-26,2310,31707,6.849,"Geometric Folding Algorithms: Linkages, Origami, Polyhedra",high,description:MIT 6.849,computer_science_ai_data,department:6,not_short,13.726
_WSXIj-goO4,Lecture 23: Corporate Taxation,2026-02-04,4406,72164,14.41,Public Finance and Public Policy,high,description:MIT 14.41,economics_business_management,department:14,not_short,16.379
_WV4JlBOQro,"Lecture 17, Interpolation | MIT RES.6.007 Signals and Systems, Spring 2011",2011-08-23,3157,38106,RES.6.007,Signals and Systems,high,title:MIT RES.6.007,unresolved,no_domain_evidence,not_short,12.07
_WwudFI6YRs,L9.2 The interaction picture equation in an orthonormal basis,2019-02-14,907,7193,8.06,Quantum Physics III,high,description:MIT 8.06,physics,department:8,not_short,7.931
_XDm2cxC-UU,Effective potential and boundary conditions at r=0,2017-07-05,869,7947,8.04,Quantum Physics I,high,description:MIT 8.04,physics,department:8,not_short,9.145
_XM0CRvaWq0,Lecture 12: Finitely Repeated Games,2026-05-18,4629,59719,14.12,Economic Applications of Game Theory,high,description:MIT 14.12,economics_business_management,department:14,not_short,12.901
_XTuXlXav78,5. The Midget and Parasol systems,2014-10-28,4086,52211,9.04,Sensory Systems,high,description:MIT 9.04,biology_medicine_neuroscience,department:9,not_short,12.778
_xu-p6Ffh-A,"Lec 26 | MIT 3.091SC Introduction to Solid State Chemistry, Fall 2010",2010-12-18,3158,41902,3.091SC,Introduction to Solid State Chemistry,high,title:MIT 3.091SC,engineering,department:3,not_short,13.269
_Y-G8sTTYsg,The Greatest Existential Threat with Prof. Robert Redwine and Dr. Jim Walsh (S4:E1),2023-01-11,952,14411,unresolved,unresolved,unresolved,no_course_code_pattern,unresolved,no_domain_evidence,not_short,15.138
_Ycy0Dy-B1c,"14. Payments, Part 2",2020-01-23,4729,70051,unresolved,unresolved,unresolved,no_course_code_pattern,unresolved,no_domain_evidence,not_short,14.813
_yJsO5955ZE,L05.8 Expectation,2018-04-24,638,7394,RES.6-012,Introduction to Probability,high,description:MIT RES.6-012,mathematics_statistics,keyword_score:1,not_short,11.589
_yornlzBHL4,Helping Students Cultivate Identities as Scientists,2018-11-01,76,1120,8.13,"14 Experimental Physics I & II ""Junior Lab""",high,description:MIT 8.13,physics,department:8,likely_valid_short_video,14.737
_YpkKYmQBwY,"Lec 24 | MIT 5.112 Principles of Chemical Science, Fall 2005",2008-02-14,2738,27432,5.112,Principles of Chemical Science,high,title:MIT 5.112,engineering,keyword_score:1,not_short,10.019
_YVcjNmjHik,"Lec 22 | MIT 18.03 Differential Equations, Spring 2006",2008-01-17,2648,28948,18.03,Differential Equations,high,title:MIT 18.03,mathematics_statistics,department:18,not_short,10.932
_ZG2U_lfc1Q,Video 2: Scalar Triple Product,2017-01-19,1714,17573,HFH.101,Indian Institutes of Technology Joint Entrance Exam Preparation,high,description:MIT HFH.101,unresolved,no_domain_evidence,not_short,10.253
_ZVnrpjI_VU,Collaboration: Introduction to Git/Github,2017-10-13,1213,10221,RES.3-003,Learn to Build Your Own Videogame with the Unity Game Engine and Microsoft Kinect,high,description:MIT RES.3-003,unresolved,no_domain_evidence,not_short,8.426
_zWgGX71Iws,Six Myths of Entrepreneurship,2014-04-16,480,7154,15.390,New Enterprises,high,description:MIT 15.390,economics_business_management,department:15,not_short,14.904
_ZZ6jwuBJxc,Preparing for Lectures,2017-08-03,115,1770,unresolved,unresolved,unresolved,no_course_code_pattern,unresolved,no_domain_evidence,likely_valid_short_video,15.391
0-6a1SuihXM,"Powers of a Matrix | MIT 18.06SC Linear Algebra, Fall 2011",2011-12-09,547,4550,18.06SC,Linear Algebra,high,title:MIT 18.06SC,mathematics_statistics,department:18,likely_valid_short_video,8.318
0_w-R_g5lRA,Lecture 10: The Completeness of the Real Numbers and Basic Properties of Infinite Series,2022-06-21,4537,38755,18.100A,Real Analysis,high,description:MIT 18.100A,mathematics_statistics,department:18,not_short,8.542
00ERnGKqzrQ,Lec 20 | MIT 18.085 Computational Science and Engineering I,2008-05-19,3707,37112,18.085,Computational Science and Engineering I,high,title:MIT 18.085,mathematics_statistics,department:18,not_short,10.011
00krscK7iBA,L20.10 Maximum Likelihood Estimation Examples,2018-04-24,620,8031,RES.6-012,Introduction to Probability,high,description:MIT RES.6-012,mathematics_statistics,keyword_score:1,not_short,12.953
00KTZ7t_rWw,12.2.3 Stack Frame Organization,2019-07-12,349,5415,6.004,Computation Structures,high,description:MIT 6.004,computer_science_ai_data,department:6,not_short,15.516
00LNy0Q_i6c,"Lec 13 | MIT 7.012 Introduction to Biology, Fall 2004",2008-01-31,3097,35505,7.012,Introduction to Biology,high,title:MIT 7.012,biology_medicine_neuroscience,department:7,not_short,11.464
00PK6cUCbnU,9. Perturbative Renormalization Group Part 1,2015-05-14,4898,45040,8.334,Statistical Mechanics II: Statistical Physics of Fields,high,description:MIT 8.334,physics,department:8,not_short,9.196
