retrieval_run_id,question_id,question,category,ground_truth_video_ids_json,dense_first_relevant_rank,bm25_first_relevant_rank,hybrid_first_relevant_rank,hybrid_first_rank_delta_vs_dense,hybrid_first_rank_outcome,dense_chunks_to_full_coverage,bm25_chunks_to_full_coverage,hybrid_chunks_to_full_coverage,hybrid_full_coverage_rank_delta_vs_dense,dense_recall_at_10,bm25_recall_at_10,hybrid_recall_at_10,hybrid_top_10_overlap_count_with_dense,hybrid_top_10_new_count_vs_dense,dense_top_10_chunk_ids_json,bm25_top_10_chunk_ids_json,hybrid_top_10_chunk_ids_json,review_status
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-029,How does a function return a value to its caller?,code_behavior,"[""MjbuarJ7SE0""]",2,3,2,0,equal,2,3,2,0,1,1,1,9,1,"[""MjbuarJ7SE0:semantic_cosine_wp240_v1:27"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:20"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:21"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:16"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:22"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:37"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:23"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:36"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:29"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:26""]","[""MjbuarJ7SE0:semantic_cosine_wp240_v1:16"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:29"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:20"",""4gPwo38MNss:semantic_cosine_wp240_v1:0"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:22"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:21"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:22"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:27"",""9H6muyZjms0:semantic_cosine_wp240_v1:39"",""9H6muyZjms0:semantic_cosine_wp240_v1:51""]","[""MjbuarJ7SE0:semantic_cosine_wp240_v1:16"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:20"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:27"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:21"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:29"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:22"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:36"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:23"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:19"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:37""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-030,What role does self play when a method is called on an object?,code_behavior,"[""-DP1i2ZU9gk""]",1,17,4,3,worse,2,17,4,2,1,0,1,7,3,"[""-DP1i2ZU9gk:semantic_cosine_wp240_v1:21"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:22"",""FlGjISF3l78:semantic_cosine_wp240_v1:5"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:7"",""FlGjISF3l78:semantic_cosine_wp240_v1:3"",""FlGjISF3l78:semantic_cosine_wp240_v1:39"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:24"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:34"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:28"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:25""]","[""FlGjISF3l78:semantic_cosine_wp240_v1:61"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:28"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:33"",""FlGjISF3l78:semantic_cosine_wp240_v1:38"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:25"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:38"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:32"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:24"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:37"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:40""]","[""-DP1i2ZU9gk:semantic_cosine_wp240_v1:28"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:25"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:24"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:22"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:21"",""FlGjISF3l78:semantic_cosine_wp240_v1:39"",""FlGjISF3l78:semantic_cosine_wp240_v1:61"",""FlGjISF3l78:semantic_cosine_wp240_v1:5"",""FlGjISF3l78:semantic_cosine_wp240_v1:38"",""FlGjISF3l78:semantic_cosine_wp240_v1:24""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-031,What happens when a list is mutated through one of several aliases?,code_behavior,"[""RvRKT-jXvko""]",3,10,5,2,worse,5,49,9,4,1,1,1,8,2,"[""RvRKT-jXvko:semantic_cosine_wp240_v1:47"",""RvRKT-jXvko:semantic_cosine_wp240_v1:37"",""RvRKT-jXvko:semantic_cosine_wp240_v1:49"",""RvRKT-jXvko:semantic_cosine_wp240_v1:33"",""RvRKT-jXvko:semantic_cosine_wp240_v1:44"",""RvRKT-jXvko:semantic_cosine_wp240_v1:27"",""RvRKT-jXvko:semantic_cosine_wp240_v1:43"",""SrkqbLOQcEo:semantic_cosine_wp240_v1:1"",""SrkqbLOQcEo:semantic_cosine_wp240_v1:3"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:1""]","[""RvRKT-jXvko:semantic_cosine_wp240_v1:37"",""RvRKT-jXvko:semantic_cosine_wp240_v1:52"",""RvRKT-jXvko:semantic_cosine_wp240_v1:47"",""7lQXYl_L28w:semantic_cosine_wp240_v1:54"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:34"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:35"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:1"",""RvRKT-jXvko:semantic_cosine_wp240_v1:33"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:35"",""RvRKT-jXvko:semantic_cosine_wp240_v1:43""]","[""RvRKT-jXvko:semantic_cosine_wp240_v1:37"",""RvRKT-jXvko:semantic_cosine_wp240_v1:47"",""RvRKT-jXvko:semantic_cosine_wp240_v1:33"",""RvRKT-jXvko:semantic_cosine_wp240_v1:52"",""RvRKT-jXvko:semantic_cosine_wp240_v1:43"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:1"",""SrkqbLOQcEo:semantic_cosine_wp240_v1:1"",""SrkqbLOQcEo:semantic_cosine_wp240_v1:3"",""RvRKT-jXvko:semantic_cosine_wp240_v1:49"",""RvRKT-jXvko:semantic_cosine_wp240_v1:31""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-032,What happens when an exception is raised and no matching handler is used?,code_behavior,"[""9H6muyZjms0""]",3,3,3,0,equal,4,4,4,0,1,1,1,5,5,"[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:32"",""9H6muyZjms0:semantic_cosine_wp240_v1:38"",""9H6muyZjms0:semantic_cosine_wp240_v1:33"",""9H6muyZjms0:semantic_cosine_wp240_v1:34"",""9H6muyZjms0:semantic_cosine_wp240_v1:51"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:27""]","[""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""9H6muyZjms0:semantic_cosine_wp240_v1:43"",""0Whyfs88TYE:semantic_cosine_wp240_v1:3"",""FlGjISF3l78:semantic_cosine_wp240_v1:38"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""FlGjISF3l78:semantic_cosine_wp240_v1:16"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:48""]","[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""9H6muyZjms0:semantic_cosine_wp240_v1:32"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""9H6muyZjms0:semantic_cosine_wp240_v1:43"",""9H6muyZjms0:semantic_cosine_wp240_v1:52"",""SE4P7IVCunE:semantic_cosine_wp240_v1:16"",""FlGjISF3l78:semantic_cosine_wp240_v1:61""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-033,How does the course connect decomposition and abstraction when building programs with functions?,multi_chunk,"[""MjbuarJ7SE0""]",2,7,4,2,worse,2,7,4,2,1,1,1,10,0,"[""RvRKT-jXvko:semantic_cosine_wp240_v1:0"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:13"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:54"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:12"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:6"",""9H6muyZjms0:semantic_cosine_wp240_v1:6"",""nykOeWgQcHM:semantic_cosine_wp240_v1:7"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:11"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:11""]","[""9H6muyZjms0:semantic_cosine_wp240_v1:6"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:6"",""RvRKT-jXvko:semantic_cosine_wp240_v1:0"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:11"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:12"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:54"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:9"",""nykOeWgQcHM:semantic_cosine_wp240_v1:7""]","[""RvRKT-jXvko:semantic_cosine_wp240_v1:0"",""9H6muyZjms0:semantic_cosine_wp240_v1:6"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:6"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:13"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:54"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:12"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:11"",""nykOeWgQcHM:semantic_cosine_wp240_v1:7"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:11""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-034,How does the course connect testing and debugging when finding program errors?,multi_chunk,"[""9H6muyZjms0""]",2,2,2,0,equal,5,5,3,-2,1,1,1,8,2,"[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:25"",""9H6muyZjms0:semantic_cosine_wp240_v1:20"",""9H6muyZjms0:semantic_cosine_wp240_v1:22"",""9H6muyZjms0:semantic_cosine_wp240_v1:7"",""9H6muyZjms0:semantic_cosine_wp240_v1:11"",""4WtaFLayz_w:semantic_cosine_wp240_v1:6"",""nykOeWgQcHM:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:9"",""9H6muyZjms0:semantic_cosine_wp240_v1:28""]","[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:7"",""9H6muyZjms0:semantic_cosine_wp240_v1:9"",""9H6muyZjms0:semantic_cosine_wp240_v1:11"",""9H6muyZjms0:semantic_cosine_wp240_v1:25"",""9H6muyZjms0:semantic_cosine_wp240_v1:28"",""9H6muyZjms0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:8"",""nykOeWgQcHM:semantic_cosine_wp240_v1:35"",""nykOeWgQcHM:semantic_cosine_wp240_v1:36""]","[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:25"",""9H6muyZjms0:semantic_cosine_wp240_v1:7"",""9H6muyZjms0:semantic_cosine_wp240_v1:11"",""9H6muyZjms0:semantic_cosine_wp240_v1:9"",""9H6muyZjms0:semantic_cosine_wp240_v1:28"",""nykOeWgQcHM:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:20"",""9H6muyZjms0:semantic_cosine_wp240_v1:8"",""9H6muyZjms0:semantic_cosine_wp240_v1:35""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-035,How does the course connect list aliasing with mutation side effects?,multi_chunk,"[""RvRKT-jXvko"",""WPSeyjX1-4s""]",2,1,1,-1,improved,4,7,8,4,1,1,1,5,5,"[""RvRKT-jXvko:semantic_cosine_wp240_v1:47"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:1"",""RvRKT-jXvko:semantic_cosine_wp240_v1:37"",""RvRKT-jXvko:semantic_cosine_wp240_v1:49"",""RvRKT-jXvko:semantic_cosine_wp240_v1:52"",""RvRKT-jXvko:semantic_cosine_wp240_v1:44"",""SrkqbLOQcEo:semantic_cosine_wp240_v1:1"",""RvRKT-jXvko:semantic_cosine_wp240_v1:55"",""SrkqbLOQcEo:semantic_cosine_wp240_v1:3"",""RvRKT-jXvko:semantic_cosine_wp240_v1:51""]","[""WPSeyjX1-4s:semantic_cosine_wp240_v1:1"",""RvRKT-jXvko:semantic_cosine_wp240_v1:44"",""RvRKT-jXvko:semantic_cosine_wp240_v1:54"",""RvRKT-jXvko:semantic_cosine_wp240_v1:51"",""RvRKT-jXvko:semantic_cosine_wp240_v1:25"",""RvRKT-jXvko:semantic_cosine_wp240_v1:52"",""RvRKT-jXvko:semantic_cosine_wp240_v1:50"",""nykOeWgQcHM:semantic_cosine_wp240_v1:10"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:7"",""7lQXYl_L28w:semantic_cosine_wp240_v1:52""]","[""WPSeyjX1-4s:semantic_cosine_wp240_v1:1"",""RvRKT-jXvko:semantic_cosine_wp240_v1:44"",""RvRKT-jXvko:semantic_cosine_wp240_v1:52"",""RvRKT-jXvko:semantic_cosine_wp240_v1:51"",""RvRKT-jXvko:semantic_cosine_wp240_v1:25"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:57"",""RvRKT-jXvko:semantic_cosine_wp240_v1:54"",""RvRKT-jXvko:semantic_cosine_wp240_v1:50"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:7"",""RvRKT-jXvko:semantic_cosine_wp240_v1:47""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-037,How do linear search and binary search differ in the number of elements they need to examine?,multi_chunk,"[""6LOwPhPDwVc"",""7lQXYl_L28w""]",1,2,1,0,equal,6,17,8,2,1,1,1,5,5,"[""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:2"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:29"",""7lQXYl_L28w:semantic_cosine_wp240_v1:15"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:4"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:70"",""SE4P7IVCunE:semantic_cosine_wp240_v1:53"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:14"",""7lQXYl_L28w:semantic_cosine_wp240_v1:19""]","[""6LOwPhPDwVc:semantic_cosine_wp240_v1:14"",""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:17"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:16"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:52"",""7lQXYl_L28w:semantic_cosine_wp240_v1:15"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:18"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:1"",""nykOeWgQcHM:semantic_cosine_wp240_v1:7""]","[""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:3"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:14"",""7lQXYl_L28w:semantic_cosine_wp240_v1:15"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:17"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:16"",""SE4P7IVCunE:semantic_cosine_wp240_v1:52"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:4"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:61"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:1""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-038,How does the requirement for sorted input distinguish binary search from linear search?,confusable,"[""6LOwPhPDwVc""]",5,3,4,-1,improved,5,3,4,-1,1,1,1,9,1,"[""6LOwPhPDwVc:semantic_cosine_wp240_v1:14"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:70"",""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""7lQXYl_L28w:semantic_cosine_wp240_v1:15"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:4"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:17"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:68"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:2"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:61"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:3""]","[""6LOwPhPDwVc:semantic_cosine_wp240_v1:14"",""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:4"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:70"",""RvRKT-jXvko:semantic_cosine_wp240_v1:42"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:38"",""7lQXYl_L28w:semantic_cosine_wp240_v1:15"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:17"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:21"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:51""]","[""6LOwPhPDwVc:semantic_cosine_wp240_v1:14"",""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:70"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:4"",""7lQXYl_L28w:semantic_cosine_wp240_v1:15"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:17"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:2"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:3"",""RvRKT-jXvko:semantic_cosine_wp240_v1:42"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:61""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-039,How does the course distinguish black-box testing from glass-box testing?,confusable,"[""9H6muyZjms0""]",1,1,1,0,equal,2,2,2,0,1,1,1,7,3,"[""9H6muyZjms0:semantic_cosine_wp240_v1:15"",""9H6muyZjms0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:17"",""9H6muyZjms0:semantic_cosine_wp240_v1:16"",""9H6muyZjms0:semantic_cosine_wp240_v1:14"",""9H6muyZjms0:semantic_cosine_wp240_v1:0"",""9H6muyZjms0:semantic_cosine_wp240_v1:9"",""0jljZRnHwOI:semantic_cosine_wp240_v1:20"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""nykOeWgQcHM:semantic_cosine_wp240_v1:5""]","[""9H6muyZjms0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:15"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:8"",""9H6muyZjms0:semantic_cosine_wp240_v1:16"",""9H6muyZjms0:semantic_cosine_wp240_v1:14"",""9H6muyZjms0:semantic_cosine_wp240_v1:17"",""9H6muyZjms0:semantic_cosine_wp240_v1:11"",""9H6muyZjms0:semantic_cosine_wp240_v1:7"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""nykOeWgQcHM:semantic_cosine_wp240_v1:10""]","[""9H6muyZjms0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:15"",""9H6muyZjms0:semantic_cosine_wp240_v1:16"",""9H6muyZjms0:semantic_cosine_wp240_v1:17"",""9H6muyZjms0:semantic_cosine_wp240_v1:14"",""9H6muyZjms0:semantic_cosine_wp240_v1:7"",""9H6muyZjms0:semantic_cosine_wp240_v1:11"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:8"",""9H6muyZjms0:semantic_cosine_wp240_v1:9"",""nykOeWgQcHM:semantic_cosine_wp240_v1:5""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-040,How does the course distinguish an exception from an assertion failure?,confusable,"[""9H6muyZjms0""]",4,406,20,16,worse,4,406,20,16,1,0,0,6,4,"[""9H6muyZjms0:semantic_cosine_wp240_v1:51"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""9H6muyZjms0:semantic_cosine_wp240_v1:52"",""9H6muyZjms0:semantic_cosine_wp240_v1:50"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:45"",""9H6muyZjms0:semantic_cosine_wp240_v1:13""]","[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""9H6muyZjms0:semantic_cosine_wp240_v1:50"",""9H6muyZjms0:semantic_cosine_wp240_v1:32"",""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""nykOeWgQcHM:semantic_cosine_wp240_v1:10"",""8s0d87sjy1A:semantic_cosine_wp240_v1:2"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""7lQXYl_L28w:semantic_cosine_wp240_v1:9"",""nykOeWgQcHM:semantic_cosine_wp240_v1:5""]","[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:50"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:32"",""9H6muyZjms0:semantic_cosine_wp240_v1:51"",""9H6muyZjms0:semantic_cosine_wp240_v1:33"",""8s0d87sjy1A:semantic_cosine_wp240_v1:2"",""nykOeWgQcHM:semantic_cosine_wp240_v1:35""]",pending_human_decision
mit60001_hybrid_be1b8bf6a64e3b8e,mit60001-q-041,How does the course distinguish a class from an instance of that class?,confusable,"[""-DP1i2ZU9gk"",""FlGjISF3l78""]",5,14,4,-1,improved,9,67,24,15,1,0,1,5,5,"[""vqn_yk5aFcI:semantic_cosine_wp240_v1:0"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:42"",""2__KumJsGXc:semantic_cosine_wp240_v1:0"",""FlGjISF3l78:semantic_cosine_wp240_v1:12"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:13"",""FlGjISF3l78:semantic_cosine_wp240_v1:7"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:16"",""FlGjISF3l78:semantic_cosine_wp240_v1:51"",""FlGjISF3l78:semantic_cosine_wp240_v1:4"",""FlGjISF3l78:semantic_cosine_wp240_v1:34""]","[""FlGjISF3l78:semantic_cosine_wp240_v1:12"",""8s0d87sjy1A:semantic_cosine_wp240_v1:2"",""FlGjISF3l78:semantic_cosine_wp240_v1:17"",""FlGjISF3l78:semantic_cosine_wp240_v1:55"",""nykOeWgQcHM:semantic_cosine_wp240_v1:5"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:22"",""FlGjISF3l78:semantic_cosine_wp240_v1:14"",""FlGjISF3l78:semantic_cosine_wp240_v1:51"",""FlGjISF3l78:semantic_cosine_wp240_v1:23"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:42""]","[""FlGjISF3l78:semantic_cosine_wp240_v1:12"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:42"",""FlGjISF3l78:semantic_cosine_wp240_v1:51"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:13"",""FlGjISF3l78:semantic_cosine_wp240_v1:7"",""FlGjISF3l78:semantic_cosine_wp240_v1:55"",""8s0d87sjy1A:semantic_cosine_wp240_v1:2"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:22"",""FlGjISF3l78:semantic_cosine_wp240_v1:6""]",pending_human_decision
