retrieval_run_id,retrieval_method,question_id,first_relevant_rank,reciprocal_rank,chunks_to_full_coverage,top_10_chunk_ids_json,top_10_scores_json,top_10_relevant_flags_json
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-014,30,0.033333333,30,"[""-DP1i2ZU9gk:semantic_cosine_wp240_v1:7"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:70"",""RvRKT-jXvko:semantic_cosine_wp240_v1:24"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:59"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:2"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:35"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:64"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:8"",""RvRKT-jXvko:semantic_cosine_wp240_v1:43"",""7lQXYl_L28w:semantic_cosine_wp240_v1:84""]","[0.6275661,0.62366724,0.58087552,0.57847297,0.5774489,0.57150763,0.56315696,0.53834504,0.53326559,0.52786136]","[false,false,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-014,27,0.037037037,27,"[""o9nW0uBqvEo:semantic_cosine_wp240_v1:60"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:70"",""RvRKT-jXvko:semantic_cosine_wp240_v1:52"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:61"",""RvRKT-jXvko:semantic_cosine_wp240_v1:24"",""nykOeWgQcHM:semantic_cosine_wp240_v1:17"",""FlGjISF3l78:semantic_cosine_wp240_v1:43"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:55"",""FlGjISF3l78:semantic_cosine_wp240_v1:7"",""7lQXYl_L28w:semantic_cosine_wp240_v1:84""]","[10.7664263,10.37100718,9.31931457,9.26608396,9.06277428,8.97818169,8.3529192,8.07980247,8.07305082,8.03862354]","[false,false,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-014,27,0.037037037,27,"[""WPSeyjX1-4s:semantic_cosine_wp240_v1:70"",""RvRKT-jXvko:semantic_cosine_wp240_v1:24"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:61"",""7lQXYl_L28w:semantic_cosine_wp240_v1:84"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:7"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:59"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:55"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:64"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:58"",""RvRKT-jXvko:semantic_cosine_wp240_v1:43""]","[0.03225806,0.03125763,0.02895833,0.02857143,0.02815815,0.02797068,0.02720588,0.02567806,0.02402746,0.02401656]","[false,false,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-015,1,1.0,1,"[""nykOeWgQcHM:semantic_cosine_wp240_v1:39"",""nykOeWgQcHM:semantic_cosine_wp240_v1:46"",""nykOeWgQcHM:semantic_cosine_wp240_v1:44"",""nykOeWgQcHM:semantic_cosine_wp240_v1:7"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:25"",""9H6muyZjms0:semantic_cosine_wp240_v1:30"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:5"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""Y6J8I056Ffw:semantic_cosine_wp240_v1:0"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:13""]","[0.47426686,0.41030094,0.34014827,0.33436307,0.32796788,0.31255776,0.31245953,0.30965593,0.30283046,0.30116498]","[true,false,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-015,25,0.04,25,"[""nykOeWgQcHM:semantic_cosine_wp240_v1:44"",""Y6J8I056Ffw:semantic_cosine_wp240_v1:0"",""FlGjISF3l78:semantic_cosine_wp240_v1:28"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:2"",""nykOeWgQcHM:semantic_cosine_wp240_v1:43"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:10"",""SE4P7IVCunE:semantic_cosine_wp240_v1:27"",""nykOeWgQcHM:semantic_cosine_wp240_v1:5""]","[11.57697143,11.16182875,9.03341257,8.61529757,8.26111558,8.17573263,7.99611877,7.77524861,7.25262732,7.07071414]","[false,false,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-015,4,0.25,4,"[""nykOeWgQcHM:semantic_cosine_wp240_v1:44"",""Y6J8I056Ffw:semantic_cosine_wp240_v1:0"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""nykOeWgQcHM:semantic_cosine_wp240_v1:39"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:14"",""nykOeWgQcHM:semantic_cosine_wp240_v1:46"",""0jljZRnHwOI:semantic_cosine_wp240_v1:1"",""nykOeWgQcHM:semantic_cosine_wp240_v1:3"",""nykOeWgQcHM:semantic_cosine_wp240_v1:7"",""nykOeWgQcHM:semantic_cosine_wp240_v1:38""]","[0.03226646,0.03062179,0.0298574,0.02714613,0.02617174,0.02603002,0.02583333,0.02538153,0.02514881,0.02475172]","[false,false,false,true,false,false,false,false,false,true]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-016,1,1.0,3,"[""9H6muyZjms0:semantic_cosine_wp240_v1:51"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""9H6muyZjms0:semantic_cosine_wp240_v1:52"",""9H6muyZjms0:semantic_cosine_wp240_v1:50"",""nykOeWgQcHM:semantic_cosine_wp240_v1:25"",""0jljZRnHwOI:semantic_cosine_wp240_v1:29"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:17"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""0jljZRnHwOI:semantic_cosine_wp240_v1:25"",""4WtaFLayz_w:semantic_cosine_wp240_v1:6""]","[0.69846094,0.6309005,0.56945908,0.54555351,0.51883769,0.49496073,0.46321169,0.46150422,0.45665535,0.45483625]","[true,true,true,true,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-016,1,1.0,545,"[""9H6muyZjms0:semantic_cosine_wp240_v1:50"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""nykOeWgQcHM:semantic_cosine_wp240_v1:3"",""nykOeWgQcHM:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:40"",""nykOeWgQcHM:semantic_cosine_wp240_v1:10"",""9H6muyZjms0:semantic_cosine_wp240_v1:51"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""9H6muyZjms0:semantic_cosine_wp240_v1:7"",""SE4P7IVCunE:semantic_cosine_wp240_v1:25""]","[13.50922129,10.51173477,9.80449297,9.78403946,9.49737131,9.28070381,8.45203793,8.34940838,8.31714865,7.91703817]","[true,false,false,false,false,false,true,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-016,1,1.0,34,"[""9H6muyZjms0:semantic_cosine_wp240_v1:50"",""9H6muyZjms0:semantic_cosine_wp240_v1:51"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""0jljZRnHwOI:semantic_cosine_wp240_v1:29"",""nykOeWgQcHM:semantic_cosine_wp240_v1:3"",""0jljZRnHwOI:semantic_cosine_wp240_v1:25"",""nykOeWgQcHM:semantic_cosine_wp240_v1:25"",""nykOeWgQcHM:semantic_cosine_wp240_v1:35"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:20"",""9H6muyZjms0:semantic_cosine_wp240_v1:7""]","[0.03201844,0.03131882,0.03083491,0.02813853,0.02750092,0.02683843,0.02674825,0.02661401,0.02532046,0.02459376]","[true,true,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-017,3,0.333333333,5,"[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""9H6muyZjms0:semantic_cosine_wp240_v1:32"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:38"",""9H6muyZjms0:semantic_cosine_wp240_v1:33"",""nykOeWgQcHM:semantic_cosine_wp240_v1:8"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""9H6muyZjms0:semantic_cosine_wp240_v1:50""]","[0.64614534,0.49541238,0.46571487,0.4619723,0.46154773,0.43301329,0.38316101,0.3749021,0.37460703,0.37389523]","[false,false,true,false,true,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-017,2,0.5,4,"[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""nykOeWgQcHM:semantic_cosine_wp240_v1:10"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:45"",""nykOeWgQcHM:semantic_cosine_wp240_v1:3"",""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""9H6muyZjms0:semantic_cosine_wp240_v1:32"",""SE4P7IVCunE:semantic_cosine_wp240_v1:27"",""7lQXYl_L28w:semantic_cosine_wp240_v1:9""]","[13.29779566,9.69329898,8.98798071,8.02487787,7.21663588,7.06919682,6.84907444,6.77921983,6.63378029,6.63343004]","[false,true,false,true,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-017,2,0.5,4,"[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:32"",""nykOeWgQcHM:semantic_cosine_wp240_v1:3"",""nykOeWgQcHM:semantic_cosine_wp240_v1:8"",""nykOeWgQcHM:semantic_cosine_wp240_v1:35"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:0"",""9H6muyZjms0:semantic_cosine_wp240_v1:33""]","[0.03278689,0.03200205,0.03105441,0.03100962,0.03033088,0.02813853,0.02705156,0.02583333,0.02509804,0.02385394]","[false,true,false,true,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-018,2,0.5,2,"[""9H6muyZjms0:semantic_cosine_wp240_v1:15"",""9H6muyZjms0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:14"",""nykOeWgQcHM:semantic_cosine_wp240_v1:25"",""9H6muyZjms0:semantic_cosine_wp240_v1:9"",""9H6muyZjms0:semantic_cosine_wp240_v1:0"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""nykOeWgQcHM:semantic_cosine_wp240_v1:5"",""9H6muyZjms0:semantic_cosine_wp240_v1:11"",""9H6muyZjms0:semantic_cosine_wp240_v1:17""]","[0.57653445,0.51639974,0.44266474,0.37776184,0.37523043,0.37416595,0.34689003,0.34272298,0.34247154,0.33572695]","[false,true,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-018,1,1.0,1,"[""9H6muyZjms0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:15"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:8"",""9H6muyZjms0:semantic_cosine_wp240_v1:14"",""9H6muyZjms0:semantic_cosine_wp240_v1:10"",""9H6muyZjms0:semantic_cosine_wp240_v1:11"",""9H6muyZjms0:semantic_cosine_wp240_v1:16"",""9H6muyZjms0:semantic_cosine_wp240_v1:7"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""FlGjISF3l78:semantic_cosine_wp240_v1:57""]","[23.69040724,16.21930772,13.32909023,13.17833184,12.06061682,9.82048105,9.24096483,9.13438227,8.89846857,8.64636095]","[true,false,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-018,1,1.0,1,"[""9H6muyZjms0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:15"",""9H6muyZjms0:semantic_cosine_wp240_v1:14"",""9H6muyZjms0:semantic_cosine_wp240_v1:11"",""9H6muyZjms0:semantic_cosine_wp240_v1:10"",""9H6muyZjms0:semantic_cosine_wp240_v1:9"",""9H6muyZjms0:semantic_cosine_wp240_v1:17"",""9H6muyZjms0:semantic_cosine_wp240_v1:7"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:8"",""9H6muyZjms0:semantic_cosine_wp240_v1:16""]","[0.03252247,0.03252247,0.03149802,0.02964427,0.02854251,0.02854251,0.0281746,0.02803922,0.02792121,0.02774589]","[true,false,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-019,1,1.0,1,"[""6LOwPhPDwVc:semantic_cosine_wp240_v1:2"",""SE4P7IVCunE:semantic_cosine_wp240_v1:53"",""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""SE4P7IVCunE:semantic_cosine_wp240_v1:52"",""SE4P7IVCunE:semantic_cosine_wp240_v1:29"",""SE4P7IVCunE:semantic_cosine_wp240_v1:47"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:3"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:4"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:8"",""SE4P7IVCunE:semantic_cosine_wp240_v1:54""]","[0.71012068,0.70699447,0.67726964,0.59924686,0.53084648,0.47611514,0.45891234,0.43748939,0.43558595,0.42731762]","[true,false,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-019,7,0.142857143,7,"[""SE4P7IVCunE:semantic_cosine_wp240_v1:52"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:61"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:14"",""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""SE4P7IVCunE:semantic_cosine_wp240_v1:53"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:4"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:2"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:15"",""SE4P7IVCunE:semantic_cosine_wp240_v1:29"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:8""]","[13.33900531,12.03620794,11.58077278,10.89048767,10.58826468,9.111724,9.08408305,8.83828782,8.50806654,8.29901212]","[false,false,false,false,false,false,true,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-019,4,0.25,4,"[""SE4P7IVCunE:semantic_cosine_wp240_v1:52"",""SE4P7IVCunE:semantic_cosine_wp240_v1:53"",""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:2"",""SE4P7IVCunE:semantic_cosine_wp240_v1:29"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:4"",""SE4P7IVCunE:semantic_cosine_wp240_v1:47"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:8"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:14"",""7lQXYl_L28w:semantic_cosine_wp240_v1:22""]","[0.03201844,0.03151365,0.03149802,0.03131882,0.02987737,0.0298574,0.02923602,0.02877847,0.02869353,0.0279734]","[false,false,false,true,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-020,1,1.0,3,"[""SE4P7IVCunE:semantic_cosine_wp240_v1:4"",""SE4P7IVCunE:semantic_cosine_wp240_v1:12"",""SE4P7IVCunE:semantic_cosine_wp240_v1:9"",""SE4P7IVCunE:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:10"",""SE4P7IVCunE:semantic_cosine_wp240_v1:5"",""SE4P7IVCunE:semantic_cosine_wp240_v1:6"",""SE4P7IVCunE:semantic_cosine_wp240_v1:20"",""RvRKT-jXvko:semantic_cosine_wp240_v1:4"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:1""]","[0.60923719,0.56077111,0.55726361,0.52981186,0.5234772,0.49816164,0.47897005,0.47883791,0.46703857,0.46416399]","[true,false,true,true,true,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-020,1,1.0,2,"[""SE4P7IVCunE:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:9"",""RvRKT-jXvko:semantic_cosine_wp240_v1:13"",""SE4P7IVCunE:semantic_cosine_wp240_v1:5"",""SE4P7IVCunE:semantic_cosine_wp240_v1:10"",""SE4P7IVCunE:semantic_cosine_wp240_v1:4"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:1"",""SE4P7IVCunE:semantic_cosine_wp240_v1:2"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:52"",""nykOeWgQcHM:semantic_cosine_wp240_v1:20""]","[14.6093764,14.24954649,13.80125939,12.9755566,12.7610028,12.66913617,11.10988266,11.09082177,10.22638045,10.19747691]","[true,true,false,false,true,true,false,true,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-020,1,1.0,2,"[""SE4P7IVCunE:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:9"",""SE4P7IVCunE:semantic_cosine_wp240_v1:4"",""SE4P7IVCunE:semantic_cosine_wp240_v1:5"",""SE4P7IVCunE:semantic_cosine_wp240_v1:10"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:1"",""SE4P7IVCunE:semantic_cosine_wp240_v1:6"",""RvRKT-jXvko:semantic_cosine_wp240_v1:23"",""SE4P7IVCunE:semantic_cosine_wp240_v1:2"",""ncpb4wIsQu8:semantic_cosine_wp240_v1:2""]","[0.03201844,0.03200205,0.03154496,0.03077652,0.03076923,0.02921109,0.02825871,0.02759802,0.026901,0.02635686]","[true,true,true,false,true,false,false,false,true,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-021,1,1.0,1,"[""0jljZRnHwOI:semantic_cosine_wp240_v1:20"",""FlGjISF3l78:semantic_cosine_wp240_v1:64"",""SE4P7IVCunE:semantic_cosine_wp240_v1:28"",""9H6muyZjms0:semantic_cosine_wp240_v1:16"",""0jljZRnHwOI:semantic_cosine_wp240_v1:32"",""9H6muyZjms0:semantic_cosine_wp240_v1:18"",""9H6muyZjms0:semantic_cosine_wp240_v1:17"",""0jljZRnHwOI:semantic_cosine_wp240_v1:31"",""SE4P7IVCunE:semantic_cosine_wp240_v1:1"",""0jljZRnHwOI:semantic_cosine_wp240_v1:29""]","[0.59559476,0.47188708,0.4315446,0.42258,0.41678733,0.41439536,0.40203536,0.40056562,0.39569074,0.38659418]","[true,false,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-021,2,0.5,2,"[""0jljZRnHwOI:semantic_cosine_wp240_v1:16"",""0jljZRnHwOI:semantic_cosine_wp240_v1:20"",""0jljZRnHwOI:semantic_cosine_wp240_v1:18"",""RvRKT-jXvko:semantic_cosine_wp240_v1:13"",""nykOeWgQcHM:semantic_cosine_wp240_v1:10"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:60"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:18"",""SE4P7IVCunE:semantic_cosine_wp240_v1:1"",""nykOeWgQcHM:semantic_cosine_wp240_v1:5"",""SE4P7IVCunE:semantic_cosine_wp240_v1:27""]","[10.82621142,10.34265157,10.04390807,9.56043143,8.4158025,8.3545511,7.32928788,7.32032141,7.298044,7.17538639]","[false,true,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-021,1,1.0,1,"[""0jljZRnHwOI:semantic_cosine_wp240_v1:20"",""SE4P7IVCunE:semantic_cosine_wp240_v1:1"",""0jljZRnHwOI:semantic_cosine_wp240_v1:16"",""SE4P7IVCunE:semantic_cosine_wp240_v1:28"",""FlGjISF3l78:semantic_cosine_wp240_v1:64"",""0jljZRnHwOI:semantic_cosine_wp240_v1:19"",""0jljZRnHwOI:semantic_cosine_wp240_v1:18"",""0jljZRnHwOI:semantic_cosine_wp240_v1:32"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:55"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:32""]","[0.03252247,0.02919864,0.02889344,0.02806814,0.02724014,0.02685652,0.02674258,0.02528561,0.02360832,0.02298851]","[true,false,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-022,3,0.333333333,9,"[""WPSeyjX1-4s:semantic_cosine_wp240_v1:64"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:59"",""7lQXYl_L28w:semantic_cosine_wp240_v1:84"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:65"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:61"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:70"",""7lQXYl_L28w:semantic_cosine_wp240_v1:85"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:79"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:67"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:66""]","[0.64763308,0.63486886,0.63342452,0.63240063,0.6302951,0.59118927,0.57030153,0.51166457,0.50749975,0.487391]","[false,false,true,false,false,false,true,false,true,true]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-022,2,0.5,31,"[""WPSeyjX1-4s:semantic_cosine_wp240_v1:61"",""7lQXYl_L28w:semantic_cosine_wp240_v1:84"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:65"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:60"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:62"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:59"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:64"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:70"",""RvRKT-jXvko:semantic_cosine_wp240_v1:44"",""RvRKT-jXvko:semantic_cosine_wp240_v1:43""]","[16.68647412,15.08520897,13.92928551,12.88360083,12.883091,12.83208159,12.48465551,11.66192122,10.13517368,9.13352276]","[false,true,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-022,1,1.0,14,"[""7lQXYl_L28w:semantic_cosine_wp240_v1:84"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:61"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:65"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:64"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:59"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:70"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:62"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:58"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:55"",""7lQXYl_L28w:semantic_cosine_wp240_v1:85""]","[0.03200205,0.03177806,0.03149802,0.03131882,0.03128055,0.0298574,0.02804284,0.0279734,0.02778314,0.02683014]","[true,false,false,false,false,false,false,false,false,true]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-023,6,0.166666667,12,"[""RvRKT-jXvko:semantic_cosine_wp240_v1:0"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:54"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:6"",""nykOeWgQcHM:semantic_cosine_wp240_v1:7"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:11"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:12"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:13"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:13"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:14""]","[0.58925653,0.57602572,0.5745492,0.56020552,0.53336871,0.53330469,0.53314877,0.52540088,0.52024442,0.51520902]","[false,false,false,false,false,true,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-023,2,0.5,66,"[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:12"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:6"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:9"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:11"",""9H6muyZjms0:semantic_cosine_wp240_v1:52"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:14"",""9H6muyZjms0:semantic_cosine_wp240_v1:51"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:3"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:54""]","[15.23751165,14.55477749,13.63889719,13.09276672,12.00486054,11.58523176,11.42339501,11.08373389,11.06505901,11.01796568]","[false,true,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-023,2,0.5,18,"[""MjbuarJ7SE0:semantic_cosine_wp240_v1:6"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:12"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:11"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:54"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:14"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""RvRKT-jXvko:semantic_cosine_wp240_v1:0"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:6""]","[0.03174603,0.03128055,0.03076923,0.03041475,0.02921396,0.02921109,0.0282194,0.02815815,0.02808327,0.02704678]","[false,true,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-025,2,0.5,2,"[""FlGjISF3l78:semantic_cosine_wp240_v1:1"",""FlGjISF3l78:semantic_cosine_wp240_v1:32"",""FlGjISF3l78:semantic_cosine_wp240_v1:7"",""8s0d87sjy1A:semantic_cosine_wp240_v1:1"",""FlGjISF3l78:semantic_cosine_wp240_v1:38"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:0"",""FlGjISF3l78:semantic_cosine_wp240_v1:34"",""FlGjISF3l78:semantic_cosine_wp240_v1:31"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:16"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:13""]","[0.66098142,0.55627233,0.54861915,0.53997886,0.53362584,0.52785635,0.51774311,0.51185197,0.51025605,0.50881219]","[false,true,false,false,false,false,false,true,false,false]"
