question_id,candidate_rank,video_id,title,source_segment_start_index,source_segment_end_index,start_second,end_second,start_transcript_text,end_transcript_text,transcript_excerpt,cosine_score,candidate_status,review_instruction
mit60001-q-024,5,WPSeyjX1-4s,6. Recursion and Dictionaries,862,872,2368.54,2394.254,"The values could be lists, they
could be other data structures,","need to be immutable,
which also makes sense.","The values could be lists, they
could be other data structures,
they could even be
other dictionaries.
They can be anything,
which is great.
The keys, the first part of it
are a little more structure.
They need to be unique.
Well duh, that make sense.
If I have that same key in
two places in the dictionary,
when I go to look
it up, how am I
going to know which one I want?
So it needs to be
unique, and they also
need to be immutable,
which also makes sense.",0.496731,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-025,1,FlGjISF3l78,9. Python Classes and Inheritance,26,37,81.02,114.219,"about object-oriented
programming and classes.","OK, so the first
few slides are going","about object-oriented
programming and classes.
We're going to see
a few more examples.
And we're going to talk about
a few other nuances of classes,
talk about information
hiding and class variables.
And in the second
half of the lecture,
we're going to talk about
the idea of inheritance.
So we're going to use
object-oriented programming
to simulate how real life works.
So in real life, you
have inheritance.
And in object-oriented
programming,
you can also simulate that.
OK, so the first
few slides are going",0.695415,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-025,2,FlGjISF3l78,9. Python Classes and Inheritance,548,558,1648.84,1679.06,and so on and so on.,"Do my parents know
how to do that, right?","and so on and so on.
So you can have multiple
levels of inheritance.
What happens when you
create an object that
is of type something that's
been-- of a type that's
the child class of a child
class of a child class, right?
What happens when you call
a method on that object?
Well, Python's are going
to say, does a method with
that name exist in my
current class definition?
And if so, use that.
But if not, then,
look to my parents.
Do my parents know
how to do that, right?",0.554496,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-025,3,FlGjISF3l78,9. Python Classes and Inheritance,0,11,0.79,47.907,"The following content is
provided under a Creative","we saw-- we were
introduced to this idea","The following content is
provided under a Creative
Commons license.
Your support will help
MIT OpenCourseWare
continue to offer high-quality
educational resources for free.
To make a donation or
view additional materials
from hundreds of MIT courses,
visit MIT OpenCourseWare
at ocw.mit.edu.
ANA BELL: All right,
everyone, let's get started.
So today is going to
be the second lecture
on object-oriented programming.
So just a quick recap of
last time-- on Monday,
we saw-- we were
introduced to this idea",0.544108,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-025,4,FlGjISF3l78,9. Python Classes and Inheritance,114,127,336.74,372.44,"Every Coordinate object is
going to have an x value and a y","So, so far, the
examples that we've seen","Every Coordinate object is
going to have an x value and a y
value.
But the x and y values
among different instances
are going to vary, OK?
So that's the difference
between defining a class
and looking at a particular
instance of a class.
So instances have the
structure of the class.
So for a coordinate,
all instances
have an x value and a y value.
But the actual values
are going to vary
between the different instances.
OK, so ultimately,
why do we want
to use object-oriented
programming?
So, so far, the
examples that we've seen",0.540903,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-025,5,-DP1i2ZU9gk,8. Object Oriented Programming,0,13,0.79,46.55,"The following content is
provided under a Creative","I think this is a fairly
tough concept to grasp.","The following content is
provided under a Creative
Commons license.
Your support will help
MIT OpenCourseWare
continue to offer high quality
educational resources for free.
To make a donation or
view additional materials
from hundreds of MIT courses,
visit MIT OpenCourseWare
at ocw.mit.edu.
PROFESSOR: All right everyone.
Let's get started.
So today's lecture and
Wednesday's lecture,
we're going to talk
about this thing called
object oriented programming.
And if you haven't
programmed before,
I think this is a fairly
tough concept to grasp.",0.535926,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-026,1,-DP1i2ZU9gk,8. Object Oriented Programming,115,127,323.26,362.32,"So behind the scenes
you have a list, L,","So it's just essentially
going to be a chain,","So behind the scenes
you have a list, L,
which is going to be made up
of essentially two things.
One is going to be the
value at specific index.
OK?
So at index 0, it has
the value 1, right,
because it's the first
element in the list.
And the second thing
that represents a list
is going to be this second
part, which is a pointer.
And internally this
pointer is going
to tell Python
where is the memory
location in the computer where
you can access the element
index 1.
So it's just essentially
going to be a chain,",0.64623,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-026,2,o9nW0uBqvEo,"10. Understanding Program Efficiency, Part 1",1068,1080,2610.61,2641.72,"We know the address there for
the i-th element of this list.","Because now, as I
loop through it,","We know the address there for
the i-th element of this list.
But inside of here, we don't
store the actual value.
We store a pointer to
where it is in memory.
Just what these
things are indicating.
So they can be arbitrary size.
But again, I can get to any
element in constant time, which
is exactly what I want.
So that's great.
OK.
Now, suppose I tell you
that the list is sorted.
It's in increasing order.
I can be more clever
about my algorithm.
Because now, as I
loop through it,",0.595733,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-026,3,-DP1i2ZU9gk,8. Object Oriented Programming,128,138,362.32,394.41,"going from one
index to the other.","You can index into a list, you
can add two lists together,","going from one
index to the other.
And at the next memory location
you have the value at index 1,
and then you have
another pointer
that takes you to the
location in memory
where the index 2 is located.
And in index 2 you
have the value and then
the next pointer,
and so on and so on.
So this is how Python
internally represents a list.
OK?
How you manipulate lists,
we've done this a lot, right?
You can index into a list, you
can add two lists together,",0.578118,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-026,4,RvRKT-jXvko,"5. Tuples, Lists, Aliasing, Mutability, and Cloning",448,459,1367.54,1405.67,So notice L1 has been mutated.,"or whatever you want
to-- whatever index","So notice L1 has been mutated.
So that's adding
things to lists.
We can also delete
things from lists.
We don't just want to
keep adding to our lists,
because then they
become very, very big.
So let's see how we can delete
some items from our list.
There's a few ways.
First one being can
use this del function.
And this says
delete from the list
L the element at this index.
So you give it
the index 0, 1, 2,
or whatever you want
to-- whatever index",0.56579,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-026,5,RvRKT-jXvko,"5. Tuples, Lists, Aliasing, Mutability, and Cloning",315,324,957.542,988.25,"So it's going to say, this is
an integer, this is a string,",and add one to it.,"So it's going to say, this is
an integer, this is a string,
this is an integer,
this is a list.
It's not going to say how many
elements are in this list.
It's just going to look at the
outer-- the shell of elements.
Indexing and slicing
works the same way.
So l at position 0
gives you the value 2.
You can index into a list,
and then do something
with the value
that you get back.
So l at position 2 says--
that's this value there
and add one to it.",0.532685,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-027,1,SE4P7IVCunE,"3. String Manipulation, Guess and Check, Approximations, Bisection",292,303,961.62,1000.48,"So that's sort of an
illustration of a for loop","because I needed
some motivation.","So that's sort of an
illustration of a for loop
over a sequence of characters.
So char is going to be
a loop variable, still.
And the loop variable,
instead of iterating over
a set of numbers, it's going
to iterate over every character
in s, directly.
And char is going
to be a character.
It's going to be a letter.
So here's a more
complicated example.
I wrote this code a
couple of years ago.
And it was my attempt at
creating robot cheerleaders ,
because I needed
some motivation.",0.720468,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-027,2,SE4P7IVCunE,"3. String Manipulation, Guess and Check, Approximations, Bisection",325,334,1061.48,1096.74,"So that's pretty much what
that code's supposed to do.","And second, it uses indexing.","So that's pretty much what
that code's supposed to do.
And you can write it using
what we've learned so far.
Now let's go through
it a little bit.
And I'm going to show
you just how easy it
is to convert this code using
a for loop over characters.
Right now, what it does is
it asks the user for input,
so a word and a number.
And then it does this
thing, here, right?
First, it uses a while loop.
And second, it uses indexing.",0.651456,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-027,3,RvRKT-jXvko,"5. Tuples, Lists, Aliasing, Mutability, and Cloning",202,214,601.0,636.54,"before it can-- before
it actually can work.","Well, we're doing the
same sort of thing here.","before it can-- before
it actually can work.
All right.
So given a tuple
that looks like that,
what's the function going to do?
It's first creating
two empty tuple.
One is called nums and
one is called words.
And then there's a for loop.
And notice here the for loop
is going to iterate over
every element inside the tuple.
Remember in strings when we
were able to use for loops that
iterated over the characters
directly as opposed
to over the indices?
Well, we're doing the
same sort of thing here.",0.570112,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-027,4,SE4P7IVCunE,"3. String Manipulation, Guess and Check, Approximations, Bisection",274,282,901.59,928.89,"or a char is equal to ""u,""
print ""There is an i or a u.""","s, if s, at position index, is
an ""i"" or s at position index","or a char is equal to ""u,""
print ""There is an i or a u.""
It sounds weird, but
you could probably
tell what I was
trying to do here.
Whereas up here,
it's a little more
complicated to tell
what I'm doing.
You have to sort of think
about it a little bit.
For some index in
this range of numbers,
0 through the
length of the string
s, if s, at position index, is
an ""i"" or s at position index",0.565335,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-027,5,4WtaFLayz_w,For Loops With Strings,22,33,70.64,107.69,and then we're going to break.,"going to look at I, which is
the first character in s2.","and then we're going to break.
OK.
Great we have some
good competition here.
So let's see.
The outer for loop
is first going
to go through the
letter M. So this
is-- so first it's going
to look at M, right.
For char in s1, the first
character in s1 is an M.
Then we're entering inside
this other for loop.
For char 2 in s2.
So I'm going to
say for this M, I'm
going to look at I, which is
the first character in s2.",0.561473,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-028,1,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",798,809,2357.32,2400.97,"So if you run the
function, and you give it","the function's going to
immediately terminate.","So if you run the
function, and you give it
a list that is empty,
this becomes false,
so the assert is
false, and we're
going to print out an assertion
error, no grades data.
If the assert is false, the
function does not continue.
It stops right there.
Why does it behave this way?
Well, assertions are
great to make sure
that preconditions and
post-conditions on functions
are exactly as you expect.
So as soon as an
assert becomes false,
the function's going to
immediately terminate.",0.659634,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-028,2,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",821,832,2432.15,2475.864,"assert being false
a lot earlier.","are being held as the
values are being passed in.","assert being false
a lot earlier.
So it'll be a lot
easier to figure out
where the bug came from.
And you won't have to
trace back so many steps.
So this is basically
what I said,
you really want to spot the bugs
as soon as they're introduced.
And exceptions are good
if you want to raise them
when the user supplies
bad data input,
but assertions are
used to make sure
that the types and other-- the
types of inputs to functions,
maybe other conditions
on inputs to functions,
are being held as the
values are being passed in.",0.606033,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-028,3,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",774,786,2268.8,2317.36,"are these things
called assertions.",Here's an example.,"are these things
called assertions.
And assertions are good example
of defensive programming.
In that, you have
assert statements
at the beginning of
functions, typically.
Or at the end of functions.
And assert statements
are used to make sure
that the assumptions
on computations
are exactly what the
function expects them to be.
So if we have a
function that says
it's supposed to take in
an integer greater than 0,
then the assert
statement will assert
that the function takes in an
integer that's greater than 0.
Here's an example.",0.565843,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-028,4,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",537,548,1461.39,1510.09,"it's going to give
a value error.","So bug in user input is nicer
than this whole lot here.","it's going to give
a value error.
Now if I run the same
piece of code with
try-- with a try except block.
I run it, if I give it
regular numbers, it's fine.
But if I'm being a cheeky
user, and I say three,
automatically this would
have raised the value error
in the previous
version of the program.
But in this version
of the program,
the programmer
handled the exception
or caught the
exception, and printed
out this nicer looking message.
So bug in user input is nicer
than this whole lot here.",0.539669,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-028,5,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",144,153,313.36,342.2,"Does the output that the program
give match what you expected?","you want to set yourself up
for easy testing and debugging.","Does the output that the program
give match what you expected?
If it does, great, you're done.
But if it doesn't, you have
to go to this debugging step.
And the debugging step
is the hardest part.
And it's really just figuring
out why the program crashed,
or why the program didn't
give you the answer that you
expected it to give.
So as I mentioned, the
most important thing
is to do defensive
programming and to that end,
you want to set yourself up
for easy testing and debugging.",0.516837,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-029,1,MjbuarJ7SE0,"4. Decomposition, Abstraction, and Functions",300,312,851.7,887.9,"as the function is expecting--
in this case, only one","And it's this return statement--
that's what we call it.","as the function is expecting--
in this case, only one
parameter.
So what's inside
the function body?
You can put anything
inside the function body.
You remember,
think of a function
as sort of a small procedure
or a little mini-program
that does something.
So you can do anything
inside the function
that you can do in the regular
program-- print things,
do mathematical
operations, and so on.
The last line is the most
important part of the function
though.
And it's this return statement--
that's what we call it.",0.650215,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-029,2,MjbuarJ7SE0,"4. Decomposition, Abstraction, and Functions",313,325,887.9,928.7,"So it's a line of code
that starts with return,","going to get back that
value, and the function","So it's a line of code
that starts with return,
which is a keyword.
And then it's going
to be some value.
Notice this is an
expression here--
i%2 == 0 is an expression
that's going to evaluate to some
value.
And as long as this
part is something
that evaluates some value,
it can be anything you want.
And this line here return
something tells Python, OK
after you have finished
executing everything
inside the function, what
value should I return?
And whoever called
the function is
going to get back that
value, and the function",0.646133,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-029,3,MjbuarJ7SE0,"4. Decomposition, Abstraction, and Functions",425,436,1236.86,1269.23,"and we got a parameter
back from the function.",You don't have to do this.,"and we got a parameter
back from the function.
As soon as the function
returns something,
the scope that you were in
for the function gets erased.
You forget about every variable
that was created in there,
delete that scope, and
you're back to wherever
you started calling it.
One warning though.
So what happens if there's
no return statement?
I said that every function
has to return something.
If you don't explicitly
put a return statement,
Python is going to
add one for you.
You don't have to do this.",0.576518,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-029,4,MjbuarJ7SE0,"4. Decomposition, Abstraction, and Functions",326,336,928.7,972.17,"call itself will be
replaced by that value.","OK I'm in the main program
but I see a function call.","call itself will be
replaced by that value.
OK so let's look at an example.
I'm going to introduce
the idea of scope now.
And scope just means-- is
another word for environment.
So if I told you that you
could think of functions
as little mini-programs,
the scope of a function
is going to be a completely
separate environment
than the environment
of the main program.
So as soon as you
make a function call,
behind the scenes
what Python says is,
OK I'm in the main program
but I see a function call.",0.57275,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-029,5,MjbuarJ7SE0,"4. Decomposition, Abstraction, and Functions",414,424,1203.66,1236.86,"So we're still inside
the function call f,","And that's how we pass
parameters into the function,","So we're still inside
the function call f,
so x gets the value 4.
We're printing this and
then we're returning x.
So in the scope of
f, x is equal to 4,
so we're returning
that value back
to whoever called it,
which was this function
call within the global scope.
So this part right here-- f
of x, which was the function
call-- gets replaced with 4.
So inside the main
program, z is equal to 4.
And that's how we pass
parameters into the function,",0.571284,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-030,1,-DP1i2ZU9gk,8. Object Oriented Programming,338,350,956.67,998.73,"yet because we haven't
created an object yet.","It can be named
anything you want,","yet because we haven't
created an object yet.
But this self is
going to be sort
of a placeholder for
any sort of instance
when you create the object.
So in the definition
of the class,
whenever you want to
refer to attributes
that belong to an instance,
you have to use self dot.
So this dot notation.
And the dot is going to say
look for a data attribute
x that belongs to this class.
So for methods that
belong to the class,
the first parameter is
always going to be self.
It can be named
anything you want,",0.65711,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-030,2,-DP1i2ZU9gk,8. Object Oriented Programming,326,337,919.39,956.67,just like any other function.,"We don't have a
specific instance","just like any other function.
These last two
parameters are x and y,
which are going to represent how
you create a coordinate object.
So you give it a value
for the x-coordinate
and you give it a value
for the y-coordinate.
The self, however, is
a little bit trickier.
So the self is going
to be a parameter when
you define this
class that represents
a particular instance
of the class.
So we're defining
this coordinate object
in sort of a general way, right?
We don't have a
specific instance",0.587495,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-030,3,-DP1i2ZU9gk,8. Object Oriented Programming,290,302,822.66,849.63,can interact with the object.,"And just to be clear,
these are going","can interact with the object.
So in a list, for
example, we've said
that you can append an item
to the end of the list,
we can sort a list,
things like that.
So when you're defining
methods, you're
defining ways that people can
interact with your object.
So for example, for
a coordinate object,
we can say that we can take
the distance between two
coordinate points.
OK?
And that's going to be a
way that you can interact
with two coordinate points.
And just to be clear,
these are going",0.564926,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-030,4,WPSeyjX1-4s,6. Recursion and Dictionaries,98,108,278.22,308.1,"will refer to
itself in its body.","a way of stopping that
unwinding of the problems,","will refer to
itself in its body.
It will call itself
inside its body.
Now, if you remember your
high school geometry teacher,
she probably would wrap your
knuckles, which you're not
allowed to do, because
in things like geometry
you can't define something
in terms of itself, right?
That's not allowed.
In recursion, this is OK.
Our definition of a procedure
can in its body call itself,
so long as I have what
I call a base case,
a way of stopping that
unwinding of the problems,",0.547601,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-030,5,FlGjISF3l78,9. Python Classes and Inheritance,79,90,225.61,261.959,"to name a coordinate-- we wanted
to create a Coordinate object.","So whenever we access
data attributes,","to name a coordinate-- we wanted
to create a Coordinate object.
And the type of this
object was therefore
going to be a coordinate.
We defined the class in the
sort of general way, OK?
So we needed a way to
be able to access data
attributes of any instance.
So we use this
self variable, OK?
And the self variable
we used to refer
to any instance-- to the data
attributes of any instance
in a general way
without actually
having a particular
instance in mind, OK?
So whenever we access
data attributes,",0.533871,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-031,1,RvRKT-jXvko,"5. Tuples, Lists, Aliasing, Mutability, and Cloning",511,521,1555.05,1588.759,"as functions that
operate on the list.",The list got mutated.,"as functions that
operate on the list.
Except that what these functions
do is they take in the list,
and they modify it.
But as functions, they
obviously return something
back to whoever called them.
And oftentimes, they're going
to return the value none.
So for example, if you are
going to do L.remove 2,
and you print that out, that
might print out none for you.
So you can't just assign the
value of this to a variable
and expect it to be
the mutated list.
The list got mutated.",0.648244,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-031,2,RvRKT-jXvko,"5. Tuples, Lists, Aliasing, Mutability, and Cloning",666,679,2000.09,2038.86,"So all of his
nicknames or aliases","from the Python
tutor, which is just","So all of his
nicknames or aliases
will refer to the
same person object
with these changed attributes.
Does that makes sense?
OK.
So that sort of idea
arises in lists.
So a list is like
a person object
whose value-- whose attributes
can change, for example.
And as they change, all
of the different aliases
for this object will point
to this changed object.
So let's see a few examples.
I apologize if this
is a little small,
but this I basically
copied and pasted
from the Python
tutor, which is just",0.646207,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-031,3,RvRKT-jXvko,"5. Tuples, Lists, Aliasing, Mutability, and Cloning",522,534,1588.759,1620.84,"The list that got
mutated is the list","So much like when we cast
a float to an integer,","The list that got
mutated is the list
that was passed into to here.
We're going look at one
example in a few slides that's
going to show this.
OK.
Another thing that we can do,
and this is often useful when
you're working with
data, is to convert lists
to strings and then
strings to lists.
Sometimes it might be useful
to work with strings as opposed
to a list and vice versa.
So this first line here,
list s takes in a string
and casts it to a list.
So much like when we cast
a float to an integer,",0.60951,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-031,4,RvRKT-jXvko,"5. Tuples, Lists, Aliasing, Mutability, and Cloning",613,624,1864.16,1898.78,"And since it's a mutable
object, this list,","If you're mutating a list,
if you're doing operations","And since it's a mutable
object, this list,
you can have more
than one variable
that points to the exact
same object in memory.
And if you have more
than one variable that
points to the same
object in memory,
if that object in
memory is changed, then
when you access it through
any one of these variables,
they're all going to give
you the changed object value.
So the key phrase
to keep in mind
when you're dealing
with lists is
what side effects could happen?
If you're mutating a list,
if you're doing operations",0.564512,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-031,5,RvRKT-jXvko,"5. Tuples, Lists, Aliasing, Mutability, and Cloning",695,706,2071.15,2112.92,It contains three elements.,"That's the side effect
of lists mutable.","It contains three elements.
Hot is equal to warm.
It means I'm creating
an alias for this list.
And the alias is going to
be with this variable hot.
So notice warm and hot point
to the exact same object.
So on line 8 when I append
this string pink to my object,
since both of
these two variables
point to the exact
same object, if I'm
trying to access this object
through either variable,
they're both going to
print out the same thing.
And that's the side effect.
That's the side effect
of lists mutable.",0.548929,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-032,1,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",490,503,1310.26,1353.7,of some unexpected condition.,"In Python, you can actually
have handlers for exceptions.","of some unexpected condition.
And when that happens
you get an exception.
So the error is
called an exception.
And it's called an exception
because it was an exception
to what was expected.
To what the program expected.
So all of these errors
that I've talked
about in the previous
slides are actually
examples of exceptions.
And there are actually
many other types
of exceptions, which you'll
see as you go on in this course
and also in 60002.
So how do we deal
with these exceptions?
In Python, you can actually
have handlers for exceptions.",0.528167,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-032,2,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",582,594,1624.21,1667.834,talk about them anyway.,"And it's usually used
to clean up code.","talk about them anyway.
So you could have an else block.
And an else block is
going to get executed
when the code in the
try block finished
without raising an error.
And you can also
have a finally block,
which is always executed.
If the code in the try block
finished without an error,
if you raised an
exception, if you raised
a different kind of exception,
if you went through the else,
in any of these cases,
whatever's in the finally block
is always going to get executed.
And it's usually used
to clean up code.",0.496734,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-032,3,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",537,548,1461.39,1510.09,"it's going to give
a value error.","So bug in user input is nicer
than this whole lot here.","it's going to give
a value error.
Now if I run the same
piece of code with
try-- with a try except block.
I run it, if I give it
regular numbers, it's fine.
But if I'm being a cheeky
user, and I say three,
automatically this would
have raised the value error
in the previous
version of the program.
But in this version
of the program,
the programmer
handled the exception
or caught the
exception, and printed
out this nicer looking message.
So bug in user input is nicer
than this whole lot here.",0.47349,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-032,4,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",642,654,1799.8,1842.452,"So this is how you create
control flow in your programs","like ""user entered a negative
number"" or something like that.","So this is how you create
control flow in your programs
with exceptions.
So in Python, signaling
an error condition
means raising your
own exception.
So so far we've just seen
the programs crashing,
which means they
raise an exception
and then you deal with them.
But in this last case, you're
raising your own exception.
As a way to use that exception
later on in the code.
So in Python, you raise
your own exception
using this raise keyword
and then an exception.
And then some sort
of description,
like ""user entered a negative
number"" or something like that.",0.452111,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-032,5,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",595,607,1667.834,1704.87,"Like if you want to print,
oh, the program finished,","That's not actually
a very good idea.","Like if you want to print,
oh, the program finished,
or if you want to close a
file, or something like that.
So.
We've encountered errors.
We've caught them.
What else can we do with
errors-- with exceptions.
Three other things.
So one is if we've
caught an error,
we can just fail silently.
What this means is,
you've caught an error,
and you just substitute whatever
erroneous value the user gave
you for some other value.
That's not actually
a very good idea.",0.399316,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-033,1,RvRKT-jXvko,"5. Tuples, Lists, Aliasing, Mutability, and Cloning",0,13,0.79,46.544,"The following content is
provided under a Creative",functions in our programs.,"The following content is
provided under a Creative
Commons license.
Your support will help
MIT OpenCourseWare
continue to offer high quality
educational resources for free.
To make a donation or
view additional materials
from hundreds of MIT courses,
visit MIT OpenCourseWare
at ocw.mit.edu.
PROFESSOR: Quick, quick recap
of what we did last time.
So last time we introduced
this idea of decomposition
and abstraction.
And we started putting
that into our programs.
And these were sort of
high level concepts,
and we achieved them using
these concrete things called
functions in our programs.",0.684226,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-033,2,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",116,130,246.92,277.98,That's the reality.,Right?,"That's the reality.
OK.
So today's lecture will go
over some tips and tricks
and debugging and how you can
help make your life easier
when you're writing
programs so you don't end up
like this little girl here.
Disappointed beyond belief.
All right.
So at the heart of
it all is really
starting with a defensive
programming attitude.
OK.
And this comes back to
the idea of decomposition
and abstraction that we talked
about when we started-- when we
did the lecture on functions.
Right?",0.674589,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-033,3,MjbuarJ7SE0,"4. Decomposition, Abstraction, and Functions",191,201,548.63,576.79,"OK so decomposition is creating
structure in your code.",or a docstring.,"OK so decomposition is creating
structure in your code.
And abstraction is the idea
of suppressing details.
So in the projector example,
remember, abstraction
was you didn't need to know
exactly how the projector
worked in order to use it.
And it's going to be the
same idea in programming.
So once you write a piece of
code that does a little task,
you don't need to rewrite
that piece of code many times.
You've written it
once, and you write
this thing called a function
specification for it,
or a docstring.",0.636659,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-033,4,MjbuarJ7SE0,"4. Decomposition, Abstraction, and Functions",179,190,517.97,548.63,"Benefit of this is it
keeps your code organized",but that's later.,"Benefit of this is it
keeps your code organized
and it keeps your code coherent.
So functions are going to be
used to achieve decomposition
and to create
structure in our code.
We're going to see functions
today in this lecture,
and in a few weeks, you're
going to actually see--
when we talk about object
oriented programming-- how
you can achieve
decomposition with classes.
And with classes you can
create your own object types
like adding some floats.
You can create your own object
types for whatever you want,
but that's later.",0.610137,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-033,5,MjbuarJ7SE0,"4. Decomposition, Abstraction, and Functions",80,93,245.55,280.32,"and it'll help others if they
want to look at your code",Quick show of hands.,"and it'll help others if they
want to look at your code
later on if they find it useful.
So today we're introducing
this idea of functions.
And functions are
mechanisms to achieve
decomposition and abstraction.
So these are two
key words here that
are going to pop up
in today's lecture
and also in future lectures.
So before I introduce
decomposition and abstraction
in the context of
functions, let's
first take a look at just
sort of a real-life example.
So let's take a projector.
I'm using one right now.
Quick show of hands.",0.599795,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-034,1,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",396,406,1030.27,1068.71,"to pinpoint a line, or a set
of lines, or maybe a function",as well.,"to pinpoint a line, or a set
of lines, or maybe a function
that that's giving
you the bad results.
So the general debugging steps
is to study the program code.
Don't ask what is wrong,
because that's actually
part of the testing.
So your test cases would have
figured out what's wrong.
The debugging process
is figuring out
how the result took place.
And since programming is--
programming and debugging
is, sort of, is a science, you
can use the scientific method
as well.",0.595284,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-034,2,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",339,349,874.56,904.09,"So they were literally doing
debugging in this computer.","and in order to achieve that,
you have to do the debugging.","So they were literally doing
debugging in this computer.
Right.
All right.
So you won't be doing
that sort of debugging.
You'll be doing a virtual kind
of debugging in your programs.
Which, again, is not that fun.
But you still have to do it.
So debugging, as you might have
noticed so far in your problem
sets, has a bit of a
steep learning curve.
And obviously your goal is
to have a bug free program,
and in order to achieve that,
you have to do the debugging.",0.515087,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-034,3,9H6muyZjms0,"7. Testing, Debugging, Exceptions, and Assertions",144,153,313.36,342.2,"Does the output that the program
give match what you expected?","you want to set yourself up
for easy testing and debugging.","Does the output that the program
give match what you expected?
If it does, great, you're done.
But if it doesn't, you have
to go to this debugging step.
And the debugging step
is the hardest part.
And it's really just figuring
out why the program crashed,
or why the program didn't
give you the answer that you
expected it to give.
So as I mentioned, the
most important thing
is to do defensive
programming and to that end,
you want to set yourself up
for easy testing and debugging.",0.479712,candidate_requires_human_source_review,Read source before accepting any video/time range.
