question_id,candidate_rank,video_id,title,source_segment_start_index,source_segment_end_index,start_second,end_second,start_transcript_text,end_transcript_text,transcript_excerpt,cosine_score,candidate_status,review_instruction
mit60001-q-011,1,6LOwPhPDwVc,12. Searching and Sorting,1183,1194,2870.01,2899.67,"And especially we want you to
start thinking recursively.","will end when I'm done--""","And especially we want you to
start thinking recursively.
We want you to think about
how do I take a hard problem,
break it up into simpler
versions of the same problem,
and then construct the solution.
And that shows up
lots of places.
Right?
Recursion is in all sorts
of wonderful places.
So just to give you an example,
I could say to you recursively,
""This lecture will
end when I'm done
talking about this
lecture, which
will end when I'm done talking
about this lecture, which
will end when I'm done--""",0.641944,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-011,2,6LOwPhPDwVc,12. Searching and Sorting,1195,1197,2899.67,2903.75,All right.,Good luck on the exam.,"All right.
You don't like
infinite recursion.
Good luck on the exam.",0.620757,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-011,3,WPSeyjX1-4s,6. Recursion and Dictionaries,109,120,308.1,334.17,"when I get to something
I can solve directly.","For loops, while
loops, they naturally","when I get to something
I can solve directly.
And so what we're going to do
is avoid infinite recursion
by ensuring that we have
at least one or more base
cases that are easy to solve.
And then the basic
idea is I just
want to solve the same
problem on some simpler
input with the idea
of using that solution
to solve the larger problem.
OK, let's look at an
example, and to set
the stage I'm going to go back
to something you've been doing,
iterative algorithms.
For loops, while
loops, they naturally",0.618127,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-011,4,WPSeyjX1-4s,6. Recursion and Dictionaries,86,97,247.72,278.22,"And the idea of
recursion is, I want","where a program, a
definition of function,","And the idea of
recursion is, I want
to take a problem I'm trying
to solve and say, how could I
reduce it to a simpler
version of the same problem,
plus some things
I know how to do?
And then that
simpler version, I'm
going to reduce
it again and keep
doing that until I get
down to a simple case
that I can solve directly.
That is how we're going to
think about designing solutions
to problems.
Semantically, this is typically
going to lead to the case
where a program, a
definition of function,",0.610917,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-011,5,6LOwPhPDwVc,12. Searching and Sorting,1110,1122,2691.15,2722.79,"of data and things that operate
on them in a nice, elegant way.","to master the art of
computational problem solving.","of data and things that operate
on them in a nice, elegant way.
And we just spent
a week and a half
talking about
classes of algorithms
and their complexity.
If you step up a level, what we
hope you've gotten out of this
are a couple of things.
You've begun to learn
computational modes
of thinking.
How do I tackle a problem
and divide and conquer?
How do I think about
recursion as a tool
in dealing with something?
You've begun to-- begun, I will
use that word deliberately--
to master the art of
computational problem solving.",0.589449,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-012,,,,,,,,,,,,not_applicable_out_of_scope,Do not attach corpus evidence.
mit60001-q-013,,,,,,,,,,,,not_applicable_out_of_scope,Do not attach corpus evidence.
mit60001-q-014,1,RvRKT-jXvko,"5. Tuples, Lists, Aliasing, Mutability, and Cloning",601,612,1821.173,1864.16,"is the second one, and so on.","going to be pointing
to the list in memory.","is the second one, and so on.
So lists are mutable.
We've said that so many
times this lecture.
But what exactly does that mean?
What implications
does that have?
Once again, this next part
of the lecture, Python tutor.
Just paste all the code
in and go step by step
to see exactly what's happening.
So lists are mutable.
As you have variable
names-- so for example,
L is equal to some
list-- that L is
going to be pointing
to the list in memory.",0.641524,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-014,2,RvRKT-jXvko,"5. Tuples, Lists, Aliasing, Mutability, and Cloning",338,348,1023.462,1053.61,"The one difference,
and that's what","When we were dealing with
tuples or with strings,","The one difference,
and that's what
we're going to focus on
for the rest of this class,
is that lists are
mutable objects.
So what does that
mean internally?
Internally, that means
let's say we have a list l,
and we assign it-- sorry.
Let's say we have a variable l
that's going to point to a list
with three elements,
2, 1, and 3.
OK.
They're all-- each
element is an integer.
When we were dealing with
tuples or with strings,",0.637082,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-014,3,-DP1i2ZU9gk,8. Object Oriented Programming,104,114,288.59,323.26,"Let's bring it a little closer
to home by looking at a list.",object once it's created?,"Let's bring it a little closer
to home by looking at a list.
So we have this data
type of list, right?
We've worked with lists before.
The list with elements 1, 2, 3,
and 4 is a very specific object
that is of type list.
Again, we think about it
in terms of two things.
One is what is the data
representation of the list?
So behind the scenes how
does Python see lists?
And the second is, how do
you interact with lists?
So what are ways that
you can manipulate a list
object once it's created?",0.607184,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-014,4,-DP1i2ZU9gk,8. Object Oriented Programming,28,42,91.0,127.52,"So for example, every one of
these is a different object.",OK.,"So for example, every one of
these is a different object.
For example, this
is the number 1,234.
It's a specific object
that is of type integer.
The number 5 is a different
object that's of type integer
and so on.
We've seen floats.
We've seen strings.
We've seen lists.
Lists and dictionaries are
more complicated objects.
Object types.
Sorry.
But every object has a
type, some sort of way
that it's represented
in Python and some ways
that we can interact with them.
OK.",0.595905,candidate_requires_human_source_review,Read source before accepting any video/time range.
mit60001-q-014,5,WPSeyjX1-4s,6. Recursion and Dictionaries,883,894,2418.67,2451.17,"They are simply stored
arbitrarily by the Python",got seven minutes to go here.,"They are simply stored
arbitrarily by the Python
as it puts them in.
So if I compare these two, lists
or ordered sequences indexed
by integers, I look them
up by integer index,
and the indices have to have
an order as a consequence.
Dictionaries are this
nice generalization,
arbitrarily match
keys to values.
I simply look up one
item by looking up things
under the appropriate key.
All I require is that the
keys have to be immutable.
OK, I want to do
two last things I've
got seven minutes to go here.",0.580205,candidate_requires_human_source_review,Read source before accepting any video/time range.
