reranking_run_id,retrieval_method,question_id,candidate_depth,first_relevant_rank,reciprocal_rank,chunks_to_full_coverage,score_type,top_3_chunk_ids_json,top_3_scores_json,top_3_relevant_flags_json,top_10_chunk_ids_json,top_10_scores_json,top_10_relevant_flags_json
mit60001_rerank_46564f781c27d679,cross_encoder_ms_marco_minilm_l6_v2,mit60001-q-015,50,2,0.5,2,cross_encoder_raw_logit,"[""nykOeWgQcHM:semantic_cosine_wp240_v1:44"",""nykOeWgQcHM:semantic_cosine_wp240_v1:39"",""Y6J8I056Ffw:semantic_cosine_wp240_v1:0""]","[-3.29277372,-6.09605217,-6.55868435]","[false,true,false]","[""nykOeWgQcHM:semantic_cosine_wp240_v1:44"",""nykOeWgQcHM:semantic_cosine_wp240_v1:39"",""Y6J8I056Ffw:semantic_cosine_wp240_v1:0"",""nykOeWgQcHM:semantic_cosine_wp240_v1:46"",""nykOeWgQcHM:semantic_cosine_wp240_v1:38"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:13"",""nykOeWgQcHM:semantic_cosine_wp240_v1:7"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:13"",""FlGjISF3l78:semantic_cosine_wp240_v1:3"",""0jljZRnHwOI:semantic_cosine_wp240_v1:53""]","[-3.29277372,-6.09605217,-6.55868435,-7.45696259,-8.00684261,-8.81085682,-9.37148857,-9.37974548,-9.40200615,-9.58473969]","[false,true,false,false,true,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,dense_baseline_v1,mit60001-q-016,50,1,1.0,3,dense_cosine,"[""9H6muyZjms0:semantic_cosine_wp240_v1:51"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""9H6muyZjms0:semantic_cosine_wp240_v1:52""]","[0.69846094,0.6309005,0.56945908]","[true,true,true]","[""9H6muyZjms0:semantic_cosine_wp240_v1:51"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""9H6muyZjms0:semantic_cosine_wp240_v1:52"",""9H6muyZjms0:semantic_cosine_wp240_v1:50"",""nykOeWgQcHM:semantic_cosine_wp240_v1:25"",""0jljZRnHwOI:semantic_cosine_wp240_v1:29"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:17"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""0jljZRnHwOI:semantic_cosine_wp240_v1:25"",""4WtaFLayz_w:semantic_cosine_wp240_v1:6""]","[0.69846094,0.6309005,0.56945908,0.54555351,0.51883769,0.49496073,0.46321169,0.46150422,0.45665535,0.45483625]","[true,true,true,true,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,cross_encoder_ms_marco_minilm_l6_v2,mit60001-q-016,50,1,1.0,4,cross_encoder_raw_logit,"[""9H6muyZjms0:semantic_cosine_wp240_v1:51"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""9H6muyZjms0:semantic_cosine_wp240_v1:50""]","[0.27301151,-1.48237813,-3.32298517]","[true,true,true]","[""9H6muyZjms0:semantic_cosine_wp240_v1:51"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""9H6muyZjms0:semantic_cosine_wp240_v1:50"",""9H6muyZjms0:semantic_cosine_wp240_v1:52"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""0jljZRnHwOI:semantic_cosine_wp240_v1:25"",""nykOeWgQcHM:semantic_cosine_wp240_v1:35"",""0jljZRnHwOI:semantic_cosine_wp240_v1:29"",""9H6muyZjms0:semantic_cosine_wp240_v1:11"",""9H6muyZjms0:semantic_cosine_wp240_v1:12""]","[0.27301151,-1.48237813,-3.32298517,-4.77932835,-5.67011642,-5.96747684,-6.73238659,-6.94145489,-7.63317585,-7.73679352]","[true,true,true,true,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,dense_baseline_v1,mit60001-q-017,50,3,0.333333333,5,dense_cosine,"[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""9H6muyZjms0:semantic_cosine_wp240_v1:41""]","[0.64614534,0.49541238,0.46571487]","[false,false,true]","[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""9H6muyZjms0:semantic_cosine_wp240_v1:32"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:38"",""9H6muyZjms0:semantic_cosine_wp240_v1:33"",""nykOeWgQcHM:semantic_cosine_wp240_v1:8"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""9H6muyZjms0:semantic_cosine_wp240_v1:50""]","[0.64614534,0.49541238,0.46571487,0.4619723,0.46154773,0.43301329,0.38316101,0.3749021,0.37460703,0.37389523]","[false,false,true,false,true,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,cross_encoder_ms_marco_minilm_l6_v2,mit60001-q-017,50,3,0.333333333,4,cross_encoder_raw_logit,"[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:32"",""9H6muyZjms0:semantic_cosine_wp240_v1:35""]","[-0.84704834,-4.21985102,-4.73677874]","[false,false,true]","[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:32"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""nykOeWgQcHM:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:38"",""9H6muyZjms0:semantic_cosine_wp240_v1:50"",""9H6muyZjms0:semantic_cosine_wp240_v1:51""]","[-0.84704834,-4.21985102,-4.73677874,-5.41008568,-8.60040665,-8.69025421,-9.04414654,-9.36447334,-9.56903648,-10.10608864]","[false,false,true,true,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,dense_baseline_v1,mit60001-q-018,50,2,0.5,2,dense_cosine,"[""9H6muyZjms0:semantic_cosine_wp240_v1:15"",""9H6muyZjms0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:14""]","[0.57653445,0.51639974,0.44266474]","[false,true,false]","[""9H6muyZjms0:semantic_cosine_wp240_v1:15"",""9H6muyZjms0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:14"",""nykOeWgQcHM:semantic_cosine_wp240_v1:25"",""9H6muyZjms0:semantic_cosine_wp240_v1:9"",""9H6muyZjms0:semantic_cosine_wp240_v1:0"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""nykOeWgQcHM:semantic_cosine_wp240_v1:5"",""9H6muyZjms0:semantic_cosine_wp240_v1:11"",""9H6muyZjms0:semantic_cosine_wp240_v1:17""]","[0.57653445,0.51639974,0.44266474,0.37776184,0.37523043,0.37416595,0.34689003,0.34272298,0.34247154,0.33572695]","[false,true,false,false,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,cross_encoder_ms_marco_minilm_l6_v2,mit60001-q-018,50,1,1.0,1,cross_encoder_raw_logit,"[""9H6muyZjms0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:15"",""9H6muyZjms0:semantic_cosine_wp240_v1:14""]","[1.61451769,1.50720143,1.09222317]","[true,false,false]","[""9H6muyZjms0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:15"",""9H6muyZjms0:semantic_cosine_wp240_v1:14"",""9H6muyZjms0:semantic_cosine_wp240_v1:16"",""9H6muyZjms0:semantic_cosine_wp240_v1:17"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:8"",""9H6muyZjms0:semantic_cosine_wp240_v1:11"",""9H6muyZjms0:semantic_cosine_wp240_v1:12"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:10""]","[1.61451769,1.50720143,1.09222317,-6.42078209,-7.09529352,-8.46074677,-8.64959335,-9.04960251,-9.07497406,-9.50753784]","[true,false,false,false,false,false,false,true,false,false]"
mit60001_rerank_46564f781c27d679,dense_baseline_v1,mit60001-q-019,50,1,1.0,1,dense_cosine,"[""6LOwPhPDwVc:semantic_cosine_wp240_v1:2"",""SE4P7IVCunE:semantic_cosine_wp240_v1:53"",""7lQXYl_L28w:semantic_cosine_wp240_v1:13""]","[0.71012068,0.70699447,0.67726964]","[true,false,false]","[""6LOwPhPDwVc:semantic_cosine_wp240_v1:2"",""SE4P7IVCunE:semantic_cosine_wp240_v1:53"",""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""SE4P7IVCunE:semantic_cosine_wp240_v1:52"",""SE4P7IVCunE:semantic_cosine_wp240_v1:29"",""SE4P7IVCunE:semantic_cosine_wp240_v1:47"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:3"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:4"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:8"",""SE4P7IVCunE:semantic_cosine_wp240_v1:54""]","[0.71012068,0.70699447,0.67726964,0.59924686,0.53084648,0.47611514,0.45891234,0.43748939,0.43558595,0.42731762]","[true,false,false,false,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,cross_encoder_ms_marco_minilm_l6_v2,mit60001-q-019,50,4,0.25,4,cross_encoder_raw_logit,"[""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""SE4P7IVCunE:semantic_cosine_wp240_v1:52"",""SE4P7IVCunE:semantic_cosine_wp240_v1:53""]","[0.87603539,0.20355201,-0.09757069]","[false,false,false]","[""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""SE4P7IVCunE:semantic_cosine_wp240_v1:52"",""SE4P7IVCunE:semantic_cosine_wp240_v1:53"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:2"",""SE4P7IVCunE:semantic_cosine_wp240_v1:29"",""7lQXYl_L28w:semantic_cosine_wp240_v1:22"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:8"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:4"",""SE4P7IVCunE:semantic_cosine_wp240_v1:47"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:1""]","[0.87603539,0.20355201,-0.09757069,-0.25774109,-0.57166719,-1.08593869,-1.21158981,-1.6712172,-2.19979692,-2.20977902]","[false,false,false,true,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,dense_baseline_v1,mit60001-q-020,50,1,1.0,3,dense_cosine,"[""SE4P7IVCunE:semantic_cosine_wp240_v1:4"",""SE4P7IVCunE:semantic_cosine_wp240_v1:12"",""SE4P7IVCunE:semantic_cosine_wp240_v1:9""]","[0.60923719,0.56077111,0.55726361]","[true,false,true]","[""SE4P7IVCunE:semantic_cosine_wp240_v1:4"",""SE4P7IVCunE:semantic_cosine_wp240_v1:12"",""SE4P7IVCunE:semantic_cosine_wp240_v1:9"",""SE4P7IVCunE:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:10"",""SE4P7IVCunE:semantic_cosine_wp240_v1:5"",""SE4P7IVCunE:semantic_cosine_wp240_v1:6"",""SE4P7IVCunE:semantic_cosine_wp240_v1:20"",""RvRKT-jXvko:semantic_cosine_wp240_v1:4"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:1""]","[0.60923719,0.56077111,0.55726361,0.52981186,0.5234772,0.49816164,0.47897005,0.47883791,0.46703857,0.46416399]","[true,false,true,true,true,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,cross_encoder_ms_marco_minilm_l6_v2,mit60001-q-020,50,1,1.0,4,cross_encoder_raw_logit,"[""SE4P7IVCunE:semantic_cosine_wp240_v1:9"",""RvRKT-jXvko:semantic_cosine_wp240_v1:23"",""SE4P7IVCunE:semantic_cosine_wp240_v1:10""]","[1.86863542,-0.88329631,-2.22518611]","[true,false,true]","[""SE4P7IVCunE:semantic_cosine_wp240_v1:9"",""RvRKT-jXvko:semantic_cosine_wp240_v1:23"",""SE4P7IVCunE:semantic_cosine_wp240_v1:10"",""SE4P7IVCunE:semantic_cosine_wp240_v1:4"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:1"",""SE4P7IVCunE:semantic_cosine_wp240_v1:14"",""SE4P7IVCunE:semantic_cosine_wp240_v1:6"",""SE4P7IVCunE:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:5"",""SE4P7IVCunE:semantic_cosine_wp240_v1:2""]","[1.86863542,-0.88329631,-2.22518611,-3.5221684,-3.91531849,-3.92660046,-4.24381876,-4.57380486,-5.07550097,-5.12305546]","[true,false,true,true,false,false,false,true,false,true]"
mit60001_rerank_46564f781c27d679,dense_baseline_v1,mit60001-q-021,50,1,1.0,1,dense_cosine,"[""0jljZRnHwOI:semantic_cosine_wp240_v1:20"",""FlGjISF3l78:semantic_cosine_wp240_v1:64"",""SE4P7IVCunE:semantic_cosine_wp240_v1:28""]","[0.59559476,0.47188708,0.4315446]","[true,false,false]","[""0jljZRnHwOI:semantic_cosine_wp240_v1:20"",""FlGjISF3l78:semantic_cosine_wp240_v1:64"",""SE4P7IVCunE:semantic_cosine_wp240_v1:28"",""9H6muyZjms0:semantic_cosine_wp240_v1:16"",""0jljZRnHwOI:semantic_cosine_wp240_v1:32"",""9H6muyZjms0:semantic_cosine_wp240_v1:18"",""9H6muyZjms0:semantic_cosine_wp240_v1:17"",""0jljZRnHwOI:semantic_cosine_wp240_v1:31"",""SE4P7IVCunE:semantic_cosine_wp240_v1:1"",""0jljZRnHwOI:semantic_cosine_wp240_v1:29""]","[0.59559476,0.47188708,0.4315446,0.42258,0.41678733,0.41439536,0.40203536,0.40056562,0.39569074,0.38659418]","[true,false,false,false,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,cross_encoder_ms_marco_minilm_l6_v2,mit60001-q-021,50,6,0.166666667,6,cross_encoder_raw_logit,"[""0jljZRnHwOI:semantic_cosine_wp240_v1:19"",""0jljZRnHwOI:semantic_cosine_wp240_v1:18"",""0jljZRnHwOI:semantic_cosine_wp240_v1:16""]","[-2.91571903,-3.37041497,-3.54717255]","[false,false,false]","[""0jljZRnHwOI:semantic_cosine_wp240_v1:19"",""0jljZRnHwOI:semantic_cosine_wp240_v1:18"",""0jljZRnHwOI:semantic_cosine_wp240_v1:16"",""FlGjISF3l78:semantic_cosine_wp240_v1:64"",""SE4P7IVCunE:semantic_cosine_wp240_v1:28"",""0jljZRnHwOI:semantic_cosine_wp240_v1:20"",""0jljZRnHwOI:semantic_cosine_wp240_v1:1"",""SE4P7IVCunE:semantic_cosine_wp240_v1:1"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:36"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:32""]","[-2.91571903,-3.37041497,-3.54717255,-3.81081748,-4.17883682,-5.2637043,-6.26430511,-7.54007721,-8.39735317,-8.44799423]","[false,false,false,false,false,true,false,false,false,false]"
mit60001_rerank_46564f781c27d679,dense_baseline_v1,mit60001-q-022,50,3,0.333333333,9,dense_cosine,"[""WPSeyjX1-4s:semantic_cosine_wp240_v1:64"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:59"",""7lQXYl_L28w:semantic_cosine_wp240_v1:84""]","[0.64763308,0.63486886,0.63342452]","[false,false,true]","[""WPSeyjX1-4s:semantic_cosine_wp240_v1:64"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:59"",""7lQXYl_L28w:semantic_cosine_wp240_v1:84"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:65"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:61"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:70"",""7lQXYl_L28w:semantic_cosine_wp240_v1:85"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:79"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:67"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:66""]","[0.64763308,0.63486886,0.63342452,0.63240063,0.6302951,0.59118927,0.57030153,0.51166457,0.50749975,0.487391]","[false,false,true,false,false,false,true,false,true,true]"
mit60001_rerank_46564f781c27d679,cross_encoder_ms_marco_minilm_l6_v2,mit60001-q-022,50,5,0.2,13,cross_encoder_raw_logit,"[""WPSeyjX1-4s:semantic_cosine_wp240_v1:65"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:64"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:61""]","[1.1565671,0.55604923,-0.92324162]","[false,false,false]","[""WPSeyjX1-4s:semantic_cosine_wp240_v1:65"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:64"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:61"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:59"",""7lQXYl_L28w:semantic_cosine_wp240_v1:84"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:67"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:70"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:62"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:66"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:58""]","[1.1565671,0.55604923,-0.92324162,-1.53387737,-1.54011166,-1.93276095,-2.07036543,-2.37468243,-2.67378426,-4.08554935]","[false,false,false,false,true,true,false,false,true,false]"
mit60001_rerank_46564f781c27d679,dense_baseline_v1,mit60001-q-023,50,6,0.166666667,12,dense_cosine,"[""RvRKT-jXvko:semantic_cosine_wp240_v1:0"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:54"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:6""]","[0.58925653,0.57602572,0.5745492]","[false,false,false]","[""RvRKT-jXvko:semantic_cosine_wp240_v1:0"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:54"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:6"",""nykOeWgQcHM:semantic_cosine_wp240_v1:7"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:11"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:12"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:13"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:13"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:14""]","[0.58925653,0.57602572,0.5745492,0.56020552,0.53336871,0.53330469,0.53314877,0.52540088,0.52024442,0.51520902]","[false,false,false,false,false,true,false,false,false,false]"
mit60001_rerank_46564f781c27d679,cross_encoder_ms_marco_minilm_l6_v2,mit60001-q-023,50,10,0.1,26,cross_encoder_raw_logit,"[""MjbuarJ7SE0:semantic_cosine_wp240_v1:13"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:6"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:15""]","[1.84899426,1.55410171,0.09410627]","[false,false,false]","[""MjbuarJ7SE0:semantic_cosine_wp240_v1:13"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:6"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:15"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:17"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:11"",""RvRKT-jXvko:semantic_cosine_wp240_v1:0"",""nykOeWgQcHM:semantic_cosine_wp240_v1:7"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:54"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:12""]","[1.84899426,1.55410171,0.09410627,-0.27345428,-0.52203411,-1.05710244,-1.29437757,-1.49227488,-2.35065961,-2.44584227]","[false,false,false,false,false,false,false,false,false,true]"
mit60001_rerank_46564f781c27d679,dense_baseline_v1,mit60001-q-025,50,2,0.5,2,dense_cosine,"[""FlGjISF3l78:semantic_cosine_wp240_v1:1"",""FlGjISF3l78:semantic_cosine_wp240_v1:32"",""FlGjISF3l78:semantic_cosine_wp240_v1:7""]","[0.66098142,0.55627233,0.54861915]","[false,true,false]","[""FlGjISF3l78:semantic_cosine_wp240_v1:1"",""FlGjISF3l78:semantic_cosine_wp240_v1:32"",""FlGjISF3l78:semantic_cosine_wp240_v1:7"",""8s0d87sjy1A:semantic_cosine_wp240_v1:1"",""FlGjISF3l78:semantic_cosine_wp240_v1:38"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:0"",""FlGjISF3l78:semantic_cosine_wp240_v1:34"",""FlGjISF3l78:semantic_cosine_wp240_v1:31"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:16"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:13""]","[0.66098142,0.55627233,0.54861915,0.53997886,0.53362584,0.52785635,0.51774311,0.51185197,0.51025605,0.50881219]","[false,true,false,false,false,false,false,true,false,false]"
mit60001_rerank_46564f781c27d679,cross_encoder_ms_marco_minilm_l6_v2,mit60001-q-025,50,47,0.021276596,47,cross_encoder_raw_logit,"[""FlGjISF3l78:semantic_cosine_wp240_v1:1"",""FlGjISF3l78:semantic_cosine_wp240_v1:66"",""FlGjISF3l78:semantic_cosine_wp240_v1:28""]","[2.52403831,-2.45284009,-2.72860098]","[false,false,false]","[""FlGjISF3l78:semantic_cosine_wp240_v1:1"",""FlGjISF3l78:semantic_cosine_wp240_v1:66"",""FlGjISF3l78:semantic_cosine_wp240_v1:28"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:10"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:12"",""FlGjISF3l78:semantic_cosine_wp240_v1:8"",""FlGjISF3l78:semantic_cosine_wp240_v1:0"",""FlGjISF3l78:semantic_cosine_wp240_v1:38"",""FlGjISF3l78:semantic_cosine_wp240_v1:24"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:2""]","[2.52403831,-2.45284009,-2.72860098,-3.01580048,-3.15181565,-4.05346966,-4.07440853,-4.21317863,-4.41554642,-4.63961124]","[false,false,false,false,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,dense_baseline_v1,mit60001-q-026,50,1,1.0,4,dense_cosine,"[""-DP1i2ZU9gk:semantic_cosine_wp240_v1:8"",""RvRKT-jXvko:semantic_cosine_wp240_v1:23"",""7lQXYl_L28w:semantic_cosine_wp240_v1:16""]","[0.61201906,0.55648112,0.51597357]","[true,false,false]","[""-DP1i2ZU9gk:semantic_cosine_wp240_v1:8"",""RvRKT-jXvko:semantic_cosine_wp240_v1:23"",""7lQXYl_L28w:semantic_cosine_wp240_v1:16"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:67"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:58"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:5"",""7lQXYl_L28w:semantic_cosine_wp240_v1:20"",""7lQXYl_L28w:semantic_cosine_wp240_v1:84"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:7"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:34""]","[0.61201906,0.55648112,0.51597357,0.51572359,0.50604159,0.50445247,0.48538429,0.48414055,0.48125839,0.47792405]","[true,false,false,true,false,false,false,false,true,false]"
mit60001_rerank_46564f781c27d679,cross_encoder_ms_marco_minilm_l6_v2,mit60001-q-026,50,1,1.0,18,cross_encoder_raw_logit,"[""-DP1i2ZU9gk:semantic_cosine_wp240_v1:8"",""RvRKT-jXvko:semantic_cosine_wp240_v1:26"",""RvRKT-jXvko:semantic_cosine_wp240_v1:23""]","[2.88853693,1.08353305,0.82176024]","[true,false,false]","[""-DP1i2ZU9gk:semantic_cosine_wp240_v1:8"",""RvRKT-jXvko:semantic_cosine_wp240_v1:26"",""RvRKT-jXvko:semantic_cosine_wp240_v1:23"",""RvRKT-jXvko:semantic_cosine_wp240_v1:32"",""7lQXYl_L28w:semantic_cosine_wp240_v1:16"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:58"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:62"",""SrkqbLOQcEo:semantic_cosine_wp240_v1:2"",""7lQXYl_L28w:semantic_cosine_wp240_v1:31"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:9""]","[2.88853693,1.08353305,0.82176024,0.40910557,-1.17490506,-1.71076727,-1.94187856,-2.41131043,-2.53893185,-2.7298975]","[true,false,false,false,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,dense_baseline_v1,mit60001-q-027,50,3,0.333333333,3,dense_cosine,"[""SE4P7IVCunE:semantic_cosine_wp240_v1:17"",""zYVWQpCitKQ:semantic_cosine_wp240_v1:1"",""SE4P7IVCunE:semantic_cosine_wp240_v1:21""]","[0.60086536,0.59455287,0.59405643]","[false,false,true]","[""SE4P7IVCunE:semantic_cosine_wp240_v1:17"",""zYVWQpCitKQ:semantic_cosine_wp240_v1:1"",""SE4P7IVCunE:semantic_cosine_wp240_v1:21"",""SE4P7IVCunE:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:4"",""SE4P7IVCunE:semantic_cosine_wp240_v1:23"",""4WtaFLayz_w:semantic_cosine_wp240_v1:1"",""SE4P7IVCunE:semantic_cosine_wp240_v1:19"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:1"",""0jljZRnHwOI:semantic_cosine_wp240_v1:6""]","[0.60086536,0.59455287,0.59405643,0.58605385,0.57069397,0.56537944,0.56162727,0.55694157,0.54587007,0.53932208]","[false,false,true,false,false,false,false,false,false,false]"
mit60001_rerank_46564f781c27d679,cross_encoder_ms_marco_minilm_l6_v2,mit60001-q-027,50,8,0.125,8,cross_encoder_raw_logit,"[""RvRKT-jXvko:semantic_cosine_wp240_v1:15"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:71"",""SE4P7IVCunE:semantic_cosine_wp240_v1:17""]","[4.13647175,3.39587617,3.251436]","[false,false,false]","[""RvRKT-jXvko:semantic_cosine_wp240_v1:15"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:71"",""SE4P7IVCunE:semantic_cosine_wp240_v1:17"",""SE4P7IVCunE:semantic_cosine_wp240_v1:24"",""SE4P7IVCunE:semantic_cosine_wp240_v1:26"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:1"",""SE4P7IVCunE:semantic_cosine_wp240_v1:1"",""SE4P7IVCunE:semantic_cosine_wp240_v1:21"",""0jljZRnHwOI:semantic_cosine_wp240_v1:54"",""0jljZRnHwOI:semantic_cosine_wp240_v1:44""]","[4.13647175,3.39587617,3.251436,1.6841383,1.20817924,0.99572301,0.91004801,0.84617686,0.78480661,0.41584188]","[false,false,false,false,false,false,false,true,false,false]"
mit60001_rerank_46564f781c27d679,dense_baseline_v1,mit60001-q-029,50,2,0.5,2,dense_cosine,"[""MjbuarJ7SE0:semantic_cosine_wp240_v1:27"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:20"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:21""]","[0.65063053,0.63251448,0.57477963]","[false,true,true]","[""MjbuarJ7SE0:semantic_cosine_wp240_v1:27"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:20"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:21"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:16"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:22"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:37"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:23"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:36"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:29"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:26""]","[0.65063053,0.63251448,0.57477963,0.57101452,0.55582875,0.55366886,0.55215544,0.55086684,0.5273068,0.51558667]","[false,true,true,false,false,false,false,false,false,false]"
