review_key,question_id,decision_evaluation_scope,question,expected_answer_points,selected_by_variants,control_e1_selected,candidate_e2_selected,supporting_chunk_id,supporting_rank,supporting_chunk_text,citation_url,e1_reason,e2_reason,verdict_source,human_entailment_verdict,human_notes,human_review_status,source_workbook_sha256,source_review_export_sha256
mit60001-q-010|RvRKT-jXvko:semantic_cosine_wp240_v1:43,mit60001-q-010,evaluated_37,What is the difference between mutable and immutable objects?,"- Tuples are immutable, whereas lists are mutable.
- Lists and tuples can contain elements of any type, but lists use square brackets and tuples use parentheses.","candidate_v2_e2
current_control_e1",True,True,RvRKT-jXvko:semantic_cosine_wp240_v1:43,3,"So the last one is the first
one, the second to last one
is the second one, and so on.
So lists are mutable.
We've said that so many
times this lecture.
But what exactly does that mean?
What implications
does that have?
Once again, this next part
of the lecture, Python tutor.
Just paste all the code
in and go step by step
to see exactly what's happening.
So lists are mutable.
As you have variable
names-- so for example,
L is equal to some
list-- that L is
going to be pointing
to the list in memory.
And since it's a mutable
object, this list,
you can have more
than one variable
that points to the exact
same object in memory.
And if you have more
than one variable that
points to the same
object in memory,
if that object in
memory is changed, then
when you access it through
any one of these variables,",https://www.youtube.com/watch?v=RvRKT-jXvko&t=1818s,"The candidate excerpt directly supports the answer that lists are mutable, as stated in the chunk_id 'RvRKT-jXvko:semantic_cosine_wp240_v1:43' and 'RvRKT-jXvko:semantic_cosine_wp240_v1:43'.",The evidence supports both sides of the question and the requested contrast.,baseline_m3_canonical,does_not_support,Establishes that lists are mutable but does not contrast tuples as immutable or give the tuple/list syntax differences required by the expected answer.,canonical_reuse,,
mit60001-q-010|RvRKT-jXvko:semantic_cosine_wp240_v1:48,mit60001-q-010,evaluated_37,What is the difference between mutable and immutable objects?,"- Tuples are immutable, whereas lists are mutable.
- Lists and tuples can contain elements of any type, but lists use square brackets and tuples use parentheses.",candidate_v2_e2,False,True,RvRKT-jXvko:semantic_cosine_wp240_v1:48,2,"but this I basically
copied and pasted
from the Python
tutor, which is just
from the code from
today's lecture.
So I have these
lines of code here.
The first couple of
lines really just
show what happens
when you're dealing
with non-mutable objects.
So with non-mutable
objects, you have
two separate objects that
get their own values,
and that's it.
End of story.
With lists, however,
there's something different
that happens.",https://www.youtube.com/watch?v=RvRKT-jXvko&t=2033s,,The evidence supports both sides of the question and the requested contrast.,prompt_v2_m3_human_review,does_not_support,Only gives a vague contrast between non-mutable objects and lists; it does not establish the required tuple-vs-list mutability and syntax differences.,reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-014|RvRKT-jXvko:semantic_cosine_wp240_v1:24,mit60001-q-014,evaluated_37,What is the difference between a Python list and a dictionary?,"- A list is an ordered sequence accessed by integer index.
- A dictionary maps keys to values and is accessed by the appropriate key.
- Dictionary keys must be immutable.",current_control_e1,True,False,RvRKT-jXvko:semantic_cosine_wp240_v1:24,3,"So this-- Python just replaces
i with 2 here and says,
what's l at position 1?
And then grabs
that from in there.
OK.
So very, very similar to
the kinds of operations
we've seen on
strings and tuples.
The one difference,
and that's what
we're going to focus on
for the rest of this class,
is that lists are
mutable objects.
So what does that
mean internally?
Internally, that means
let's say we have a list l,
and we assign it-- sorry.
Let's say we have a variable l
that's going to point to a list
with three elements,
2, 1, and 3.
OK.
They're all-- each
element is an integer.",https://www.youtube.com/watch?v=RvRKT-jXvko&t=1009s,The candidate excerpt directly supports the answer that lists are mutable objects.,,baseline_m3_canonical,does_not_support,Shows list indexing and list mutability only; it does not provide the dictionary key-value side of the requested distinction.,canonical_reuse,,
mit60001-q-015|nykOeWgQcHM:semantic_cosine_wp240_v1:39,mit60001-q-015,evaluated_37,"According to the course, how is using the shell different from using the editor?","- The shell lets a user type and execute simple commands directly, typically to test something quickly.
- The editor is used to write multiple lines and more complicated programs, which can then be run.","candidate_v2_e2
current_control_e1",True,True,nykOeWgQcHM:semantic_cosine_wp240_v1:39,1,"you write very simple
commands just if you're
testing something out.
And on the left-hand
side here in the editor,
you write more lines and
more complicated programs.
Now we're going to start
talking about Python.
And in Python, we're going
to come back to this,
everything is an object.
And Python programs
manipulate these data objects.
All objects in Python
are going to have a type.
And the type is going to tell
Python the kinds of operations
that you can do
on these objects.
If an object is the
number five, for example,
you can add the number
to another number,
subtract the number, take it
to the power of something,
and so on.
As a more general example,
for example, I am a human.",https://www.youtube.com/watch?v=nykOeWgQcHM&t=1739s,"The candidate excerpt directly supports the answer that using the shell is different from using the editor in that shell commands are simple and used for testing, while editor commands are more lines and complicated programs.",The evidence supports both sides of the comparison and the requested contrast.,baseline_m3_canonical,supports,"Directly contrasts simple commands in the shell with longer, more complicated programs in the editor.",canonical_reuse,,
mit60001-q-015|nykOeWgQcHM:semantic_cosine_wp240_v1:44,mit60001-q-015,evaluated_37,"According to the course, how is using the shell different from using the editor?","- The shell lets a user type and execute simple commands directly, typically to test something quickly.
- The editor is used to write multiple lines and more complicated programs, which can then be run.",candidate_v2_e2,False,True,nykOeWgQcHM:semantic_cosine_wp240_v1:44,3,"But if you'd like if
you have the slides up,
go to go to this exercise.
And after I'm done
talking about the slide,
we'll see what people
think for that exercise.
One of the most
important things that you
can do in basically
any programming,
in Python also, is
to print things out.
Printing out is how you
interact with the user.
To print things out, you
use the print command.
If you're in the shell, if
you simply type ""3 plus 2,""
you do see a value here.
Five, right?
But that's not actually
printing something out.
And that becomes apparent
when you actually
type things into the editor.
If you just do ""3 plus 2,"" and
you run the program-- that's",https://www.youtube.com/watch?v=nykOeWgQcHM&t=1951s,,The evidence supports both sides of the comparison and the requested contrast.,prompt_v2_m3_human_review,supports,"Directly contrasts shell evaluation with editor execution: an expression shows a value in the shell, while the same expression in an editor-run program is not printed automatically.",reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-016|9H6muyZjms0:semantic_cosine_wp240_v1:51,mit60001-q-016,evaluated_37,"According to the course, what does an assertion check in a program?","- Assertions check that assumptions about a computation match what a function expects.
- They can enforce function preconditions or postconditions, including input type and value conditions.
- When an assertion is false, Python raises an assertion error and the function stops immediately.","candidate_v2_e2
current_control_e1",True,True,9H6muyZjms0:semantic_cosine_wp240_v1:51,1,"If the assert is false, the
function does not continue.
It stops right there.
Why does it behave this way?
Well, assertions are
great to make sure
that preconditions and
post-conditions on functions
are exactly as you expect.
So as soon as an
assert becomes false,
the function's going to
immediately terminate.
This is useful because
it'll prevent the program
from propagating bad values.
So as soon as a precondition
isn't true, for example,
as you enter a function,
then that means something
went wrong in your program.
And the program is going
to stop right there.
So instead of
propagating a bad value
throughout the
program, and then you
getting an output that
you didn't expect,
and then you having to trace
back to the function that
gave this bad value, you'll get
this bad value, you'll get this",https://www.youtube.com/watch?v=9H6muyZjms0&t=2375s,The candidate excerpt directly supports the answer that an assertion check in a program prevents the program from propagating bad values.,The evidence supports the entire question and covers all essential parts.,baseline_m3_canonical,supports,Directly explains assertion pre/postconditions and immediate termination when an assertion is false.,canonical_reuse,,
mit60001-q-017|9H6muyZjms0:semantic_cosine_wp240_v1:31,mit60001-q-017,excluded_existing,What does the course say is the purpose of exception handling?,"- Exception handling catches an error that would otherwise raise an exception and interrupt normal execution.
- It lets the programmer respond in a controlled way, such as printing a clearer message for bad user input.
- A programmer can also raise an exception deliberately to signal an error condition and direct later control flow.","candidate_v2_e2
current_control_e1",True,True,9H6muyZjms0:semantic_cosine_wp240_v1:31,1,"to testing and debugging.
The rest of the class will
be on the error messages,
or on errors that you
will get in your programs.
So when your functions--
when you run functions,
or when you run your
program, at some point,
the program execution
is going to stop.
Maybe it encountered
an error because
of some unexpected condition.
And when that happens
you get an exception.
So the error is
called an exception.
And it's called an exception
because it was an exception
to what was expected.
To what the program expected.
So all of these errors
that I've talked
about in the previous
slides are actually
examples of exceptions.
And there are actually
many other types
of exceptions, which you'll
see as you go on in this course",https://www.youtube.com/watch?v=9H6muyZjms0&t=1286s,The candidate excerpt directly supports the answer that exception handling is used for testing and debugging.,The evidence supports the purpose of exception handling as related to testing and debugging.,baseline_m3_canonical,does_not_support,"Defines exceptions and program stopping, but does not explain the purpose of exception handling or a controlled handler response.",canonical_reuse,,
mit60001-q-018|9H6muyZjms0:semantic_cosine_wp240_v1:13,mit60001-q-018,evaluated_37,What does black-box testing examine according to the course?,- Black-box testing derives test cases from the function specification or docstring without examining the implementation code.,"candidate_v2_e2
current_control_e1",True,True,9H6muyZjms0:semantic_cosine_wp240_v1:13,2,"But there's actually two more
rigorous ways to do testing.
And one is black box
testing and the other one
is glass box testing.
In black box testing,
you're assuming
you have the specifications
to a function.
So that's the docstring.
All you're looking at is
the docstring and coming
up with some test
cases based on that.
In glass box testing,
you have the code
itself and you're
trying to come up
with some test cases that hit
upon all of the possible paths
through the code.
All right.
Let's look at an example
for black box testing.
I'm finding the square root of
x to some close enough value
given by this epsilon.",https://www.youtube.com/watch?v=9H6muyZjms0&t=511s,The excerpt directly supports the answer that black-box testing examines the specifications of a function.,The evidence supports the requested answer and covers the entire question.,baseline_m3_canonical,supports,Directly says black-box tests are derived from the specification/docstring rather than implementation code.,canonical_reuse,,
mit60001-q-018|9H6muyZjms0:semantic_cosine_wp240_v1:14,mit60001-q-018,evaluated_37,What does black-box testing examine according to the course?,- Black-box testing derives test cases from the function specification or docstring without examining the implementation code.,candidate_v2_e2,False,True,9H6muyZjms0:semantic_cosine_wp240_v1:14,3,"And the idea here,
notice I don't actually
give you how this
function's implemented.
The idea is that you're
just figuring out test cases
based on the specification.
And the great thing
about black box testing
is that whoever implements
this function can implement it
in whatever way they wish, they
can use approximation method,
that can use bisection
method, it doesn't matter.
The test cases that you come
up with for this function
are going to be
exactly the same.
Right?
No matter what the
implementation.
So for this particular
function, here's a sample set.
We check the boundary,
we check perfect squares,
we can check some number
that's less than 1,
we can check maybe irrationals,
and then you do extreme tests.
So when either epsilon is
really large or epsilon
is really small, or x is really
large or x is really small,",https://www.youtube.com/watch?v=9H6muyZjms0&t=556s,,The evidence supports the requested answer and covers the entire question.,prompt_v2_m3_human_review,supports,Directly states that black-box tests are derived from the specification without relying on the implementation.,reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-019|6LOwPhPDwVc:semantic_cosine_wp240_v1:2,mit60001-q-019,evaluated_37,"According to the lecture, what is the goal of bisection search?",- Bisection search is used as a search algorithm for finding an approximation within an implicit numeric collection or range.,candidate_v2_e2,False,True,6LOwPhPDwVc:semantic_cosine_wp240_v1:2,1,"It's just a way to find an
item or a group of items
from a collection.
If you think about
it, that collection
could be either
implicit or explicit.
So way back at the
beginning of the term,
we saw an example of
a search algorithm
when you were looking
for square roots.
And we saw simple things
like exhaustive enumeration.
We'd go through all
the possibilities.
We saw our first version
of bisection search
there, where you would
do approximations.
Newton-Raphson-- these are all
examples of a search algorithm
where the collection
is implicit.
So all the numbers between some
point that some other point.
More common is a
search algorithm
where the collection
is explicit.
I don't know.
For example, I've got all
the data records of students
and I want to know how do I
find a particular student,
so I can record that A plus
that everybody in this room",https://www.youtube.com/watch?v=6LOwPhPDwVc&t=95s,,The whole question is covered.,baseline_m3_canonical,supports,Directly identifies bisection search as a search algorithm over an implicit numeric collection/range for approximation.,canonical_reuse,,
mit60001-q-019|7lQXYl_L28w:semantic_cosine_wp240_v1:13,mit60001-q-019,evaluated_37,"According to the lecture, what is the goal of bisection search?",- Bisection search is used as a search algorithm for finding an approximation within an implicit numeric collection or range.,candidate_v2_e2,False,True,7lQXYl_L28w:semantic_cosine_wp240_v1:13,3,"You saw an example much
earlier in the term when Ana
showed you bisection search.
It was searching for a number
with a particular property.
I want to show you
another example,
both to let you recognize
the form of the algorithm,
but especially, to show you how
we can reason about the growth.
And that's another trick
called binary search
or, again, it's a version
of bisection search.
Suppose I give you a list,
a list of numbers, integers.
And I want to know if
a particular element is
in that list.
We saw, last time, you could
just walk down the list, just
iterate through the entire list
looking to see if it's there.",https://www.youtube.com/watch?v=7lQXYl_L28w&t=478s,,The whole question is covered.,prompt_v2_m3_human_review,does_not_support,"Describes bisection/binary search as searching for a number or list element, but does not support the expected goal of finding an approximation in an implicit numeric range.",reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-019|SE4P7IVCunE:semantic_cosine_wp240_v1:53,mit60001-q-019,evaluated_37,"According to the lecture, what is the goal of bisection search?",- Bisection search is used as a search algorithm for finding an approximation within an implicit numeric collection or range.,candidate_v2_e2,False,True,SE4P7IVCunE:semantic_cosine_wp240_v1:53,2,"So that's basically what
I'm illustrating here.
So we have our
original search space.
We're going to choose a
guess halfway, eliminate
half of the guesses.
Then we're going look in
the remaining interval,
eliminate half the guesses,
and so on and so on.
So then this is the code
for bisection search.
Also looks intimidating,
but it's not so bad.
So we're initializing a
bunch of stuff up here.
The most important couple
of things we're initializing",https://www.youtube.com/watch?v=SE4P7IVCunE&t=2389s,,The whole question is covered.,prompt_v2_m3_human_review,does_not_support,"Describes halving a search space and interval, but does not state the requested goal of finding an approximation in an implicit numeric range.",reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-020|SE4P7IVCunE:semantic_cosine_wp240_v1:12,mit60001-q-020,evaluated_37,"How does the lecture use len, indexing, and slicing to inspect or extract parts of a string?","- len returns the number of characters in a string.
- Indexing retrieves the character at a specified position in the string.
- Slicing extracts a substring using start and stop indices and an optional step.","candidate_v2_e2
current_control_e1",True,True,SE4P7IVCunE:semantic_cosine_wp240_v1:12,2,"And that's just going to value
it to the string, itself.
It's the same as 0 to the
length s going every step.
This one might
actually be useful.
It reverses the string
automatically for you.
So with this one
little line here,
you can get the
inverse of your string.
And that's equivalent to that.
So the minus 1 represents
starting from the end
and going back every letter.
And then this one's a little
bit more complicated but also
not too bad.
So as we're doing
these string slices,
again, if you're unsure
what something does,
just type it into Spider.
And you might be surprised.",https://www.youtube.com/watch?v=SE4P7IVCunE&t=592s,"The candidate excerpt directly supports the answer. The chunk_id 'SE4P7IVCunE:semantic_cosine_wp240_v1:12' mentions 'reverses the string automatically for you' which is equivalent to getting the inverse of the string, and the chunk_id 'SE4P7IVCunE:semantic_cosine_wp240_v1:9' explains how slicing works with a start, stop, and step index.",The evidence supports the requested mechanism or behavior,baseline_m3_canonical,supports,"Valid evidence for the slicing part: shows step-based slicing and reversing a string, though it does not cover len/indexing by itself.",canonical_reuse,,
mit60001-q-020|SE4P7IVCunE:semantic_cosine_wp240_v1:4,mit60001-q-020,evaluated_37,"How does the lecture use len, indexing, and slicing to inspect or extract parts of a string?","- len returns the number of characters in a string.
- Indexing retrieves the character at a specified position in the string.
- Slicing extracts a substring using start and stop indices and an optional step.",candidate_v2_e2,False,True,SE4P7IVCunE:semantic_cosine_wp240_v1:4,1,"And by definition, it's
going to tell me what
the length of the string,
which is 3 characters long.
Another thing that
we can do on strings
is, since they're a
sequence of characters,
I might want to get
what character is
at a certain position.
So we do this using this
fancy word called indexing.
But pretty much what
indexing into a string means
is you're going
to tell Python, I
want to know the character,
at this certain position
or at this certain
index, inside my sting.
So once again, let's use this
string, s is equal to ""abc.""
And let's index into it.
So in computer science, we start
from 0, counting by convention.",https://www.youtube.com/watch?v=SE4P7IVCunE&t=188s,,The evidence supports the requested mechanism or behavior,prompt_v2_m3_human_review,supports,Directly supports len and indexing: len gives string length and indexing retrieves the character at a specified position.,reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-020|SE4P7IVCunE:semantic_cosine_wp240_v1:9,mit60001-q-020,evaluated_37,"How does the lecture use len, indexing, and slicing to inspect or extract parts of a string?","- len returns the number of characters in a string.
- Indexing retrieves the character at a specified position in the string.
- Slicing extracts a substring using start and stop indices and an optional step.","candidate_v2_e2
current_control_e1",True,True,SE4P7IVCunE:semantic_cosine_wp240_v1:9,3,"with strings, we call that
slicing, slicing into a string.
And this notation here should
seem a little bit familiar,
because we saw it last lecture
when we did it with range.
We had a start,
stop, and a step.
The notation was a
little bit different,
because, in range, we had
open-close parentheses
and commas in between.
But except for that, this
sort of works the same.
The start is the
index, starting from 0,
from where you want to
slice into this string.
The stop is the stop index.
So you're going to go
up until stop minus 1
and take that index.
And then the step is how many
letters you wish to take.
So this is the
full notation here.
But sometimes, you
can not give it
a third sort of number in here.
So if you only give
it two numbers,",https://www.youtube.com/watch?v=SE4P7IVCunE&t=406s,"The candidate excerpt directly supports the answer. The chunk_id 'SE4P7IVCunE:semantic_cosine_wp240_v1:12' mentions 'reverses the string automatically for you' which is equivalent to getting the inverse of the string, and the chunk_id 'SE4P7IVCunE:semantic_cosine_wp240_v1:9' explains how slicing works with a start, stop, and step index.",The evidence supports the requested mechanism or behavior,baseline_m3_canonical,supports,"Directly explains string slicing with start, stop, and optional step indices.",canonical_reuse,,
mit60001-q-021|0jljZRnHwOI:semantic_cosine_wp240_v1:20,mit60001-q-021,evaluated_37,How does the course explain the role of Boolean comparisons in branching?,"- Boolean comparisons provide tests whose results are True or False.
- Branching uses those test results to choose which path of the program should execute.",candidate_v2_e2,False,True,0jljZRnHwOI:semantic_cosine_wp240_v1:20,1,"All right.
So now that we have ways to do
logical-- question right there.
AUDIENCE: [INAUDIBLE]
PROFESSOR: Yeah, great question.
So what does it mean to
compare a string with a string
with the greater than?
So that's just going to compare
them, lexicographically.
So does it come first
in the alphabet?
So we can even test that out.
We can say, is a greater than b?
And it's false.
So b comes later in
the alphabet than a.
OK.
So now we have ways
to do the tests.
So we can add some branching
to our programming toolbox
now that we have
ways to do tests.
This is a map of MIT.
I'm going to go through
sort of a little example
to motivate why we would want
to do branching in our code.",https://www.youtube.com/watch?v=0jljZRnHwOI&t=977s,,The evidence supports the requested answer and covers the entire question.,prompt_v2_m3_human_review,supports,"Directly links comparison tests to branching and shows a comparison producing False, supporting the Boolean-test role.",reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-021|FlGjISF3l78:semantic_cosine_wp240_v1:64,mit60001-q-021,evaluated_37,How does the course explain the role of Boolean comparisons in branching?,"- Boolean comparisons provide tests whose results are True or False.
- Branching uses those test results to choose which path of the program should execute.",candidate_v2_e2,False,True,FlGjISF3l78:semantic_cosine_wp240_v1:64,2,"or getting the
combinations of those two.
So that's what these
two Booleans are doing.
So these are going
to tell me-- these
are going to be Boolean
values, either True or False.
And I'm going to
return either they
have the same
parents of that type
or the same parents
criss-crossed, OK?
So here, notice
that I'm actually
comparing the IDs of the
rabbits as opposed to the Rabbit
objects directly, OK?
So if, instead of
comparing the IDs in here,
I was comparing the parents
themselves, directly,
what would end up happening
is this function, this method,
eq(), would get called
over and over again.
Because here, we have
parents that are rabbits.
And at some point, the parents
of the very, very first rabbits
ever created by this
program are None.
And so when I try
to call-- when I",https://www.youtube.com/watch?v=FlGjISF3l78&t=2723s,,The evidence supports the requested answer and covers the entire question.,prompt_v2_m3_human_review,supports,Directly supports the Boolean-result part: comparisons produce Boolean values that are True or False. It does not by itself explain branch-path selection.,reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-021|SE4P7IVCunE:semantic_cosine_wp240_v1:28,mit60001-q-021,evaluated_37,How does the course explain the role of Boolean comparisons in branching?,"- Boolean comparisons provide tests whose results are True or False.
- Branching uses those test results to choose which path of the program should execute.",candidate_v2_e2,False,True,SE4P7IVCunE:semantic_cosine_wp240_v1:28,3,"These are the things
we've added to it.
We know integer,
floats, Booleans.
We know a bit of string
manipulation, math operations.
We added, recently, these
conditionals and branching
to write slightly more
interesting programs.
And now we have loops,
for and while loops
to add interesting and
more complicated programs.
So with these, the second
part of this lecture
is going to be looking at
three different algorithms.
That's the sort of
computer science part
of this class, Introduction
to Computer Science
and Programming using Python.
Don't let the word
algorithm scare you.
They're not that complicated.
You just have to sort of
think a little bit about them.",https://www.youtube.com/watch?v=SE4P7IVCunE&t=1298s,,The evidence supports the requested answer and covers the entire question.,prompt_v2_m3_human_review,does_not_support,"Mentions Booleans, conditionals, and branching as language features, but does not explain how Boolean comparison results select a program path.",reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-022|7lQXYl_L28w:semantic_cosine_wp240_v1:84,mit60001-q-022,evaluated_37,Why is a dictionary more suitable than a list for key-value lookup?,"- A list is an ordered sequence accessed by integer indices, while a dictionary maps keys to values and is accessed by key.
- Dictionary keys must be immutable.
- List indexing goes directly to a position; dictionary lookup uses a hash-based indexing scheme and trades additional flexibility for lookup cost.","candidate_v2_e2
current_control_e1",True,True,7lQXYl_L28w:semantic_cosine_wp240_v1:84,3,"So you can see that these
operations are typically
linear in the size of a list.
These are constant.
For dictionaries,
remember, dictionaries
were this nice thing.
They weren't ordered.
It gave me a power in
terms of storing them.
But as a consequence, some
of the costs then go up.
For a list, indexing, going
to a particular point,
I just go to that
spot and retrieve it.
Indexing into a
dictionary, I have
to find that point in the
dictionary that has the key
and get the value back.",https://www.youtube.com/watch?v=7lQXYl_L28w&t=2890s,"The candidate excerpt directly supports the answer that a dictionary is more suitable than a list for key-value lookup because it explains that dictionaries allow for indexing by a key or label, making it easier to retrieve values associated with a particular key.",The evidence supports the reason why a dictionary is more suitable than a list for key-value lookup.,baseline_m3_canonical,supports,Directly contrasts direct list indexing with dictionary key lookup and discusses the lookup-cost tradeoff.,canonical_reuse,,
mit60001-q-022|WPSeyjX1-4s:semantic_cosine_wp240_v1:59,mit60001-q-022,evaluated_37,Why is a dictionary more suitable than a list for key-value lookup?,"- A list is an ordered sequence accessed by integer indices, while a dictionary maps keys to values and is accessed by key.
- Dictionary keys must be immutable.
- List indexing goes directly to a position; dictionary lookup uses a hash-based indexing scheme and trades additional flexibility for lookup cost.","candidate_v2_e2
current_control_e1",True,True,WPSeyjX1-4s:semantic_cosine_wp240_v1:59,2,"and has elements associated
with it, a dictionary is going
to combine a key, or if you
like, a name of some sort,
with an actual value.
And we're going to
index just by the name
or the label as we go into it.
So let me show
you some examples.
First of all, to create a
dictionary I use curly braces,
open closed curly brace,
so an empty dictionary
would be simply that call.
If I want to create
an actual dictionary,
before I insert
things into it, I",https://www.youtube.com/watch?v=WPSeyjX1-4s&t=2147s,"The candidate excerpt directly supports the answer that a dictionary is more suitable than a list for key-value lookup because it explains that dictionaries allow for indexing by a key or label, making it easier to retrieve values associated with a particular key.",The evidence supports the reason why a dictionary is more suitable than a list for key-value lookup.,baseline_m3_canonical,supports,Directly explains that dictionaries associate keys/names with values and are indexed by the key/name.,canonical_reuse,,
mit60001-q-022|WPSeyjX1-4s:semantic_cosine_wp240_v1:64,mit60001-q-022,evaluated_37,Why is a dictionary more suitable than a list for key-value lookup?,"- A list is an ordered sequence accessed by integer indices, while a dictionary maps keys to values and is accessed by key.
- Dictionary keys must be immutable.
- List indexing goes directly to a position; dictionary lookup uses a hash-based indexing scheme and trades additional flexibility for lookup cost.","candidate_v2_e2
current_control_e1",True,True,WPSeyjX1-4s:semantic_cosine_wp240_v1:64,1,"back a collection of all the
keys in some arbitrary order.
I'm going to use
a funny term here
which I'm not certain
we've seen so far.
It returns something we call
an iterable, it's like range.
Think of it as giving us back
the equivalent of a list,
it's not actually
a list, but it's
something we can walk down.
Which is exactly why I
can then say, is something
in a dictionary, because it
returns this set of keys,
and I can test to see
something's in there.
I can similarly get
all of the values
if I wanted to look at them,
giving us out two iterables.
Here are the key things to keep
in mind about dictionaries.",https://www.youtube.com/watch?v=WPSeyjX1-4s&t=2317s,"The candidate excerpt directly supports the answer that a dictionary is more suitable than a list for key-value lookup because it explains that dictionaries allow for indexing by a key or label, making it easier to retrieve values associated with a particular key.",The evidence supports the reason why a dictionary is more suitable than a list for key-value lookup.,baseline_m3_canonical,does_not_support,"Mentions keys, values, and membership iteration but does not explain why dictionary key-value lookup is preferable to list indexing.",canonical_reuse,,
mit60001-q-023|MjbuarJ7SE0:semantic_cosine_wp240_v1:54,mit60001-q-023,excluded_existing,How does the course explain abstraction when functions are used in a program?,"- Abstraction captures a computation inside a procedure and exposes a contract.
- The caller does not need to know the procedure's internal details as long as it delivers the promised result.
- Functions also support decomposition by organizing code into coherent structural units.",candidate_v2_e2,False,True,MjbuarJ7SE0:semantic_cosine_wp240_v1:54,2,"So that's sort of
showing nested functions.
All right just circling back
to decomposition-abstraction.
This is the last slide.
You can see if you look
at the code associated
with today's lecture, there
are some other examples
where you can see
just how powerful it
is to use functions.
And you can write really
clean and simple code
if you define your own functions
and then just use them later.
And the beauty of defining
your own functions
that you can use
multiple times later
is you only have to debug
the function once right?
I know debugging is not
your favorite thing,
but you only have to
debug this one thing once,
and then you can know that
it's right and it works well,
and you can just use
it multiple times.
All right thanks everyone.",https://www.youtube.com/watch?v=MjbuarJ7SE0&t=2418s,,The evidence supports the requested mechanism or behavior. The selected excerpts directly explain abstraction when functions are used in a program.,prompt_v2_m3_human_review,supports,"Supports the reuse aspect of function abstraction/decomposition: define a function once, debug it once, and reuse it later. It does not by itself explain the abstraction contract.",reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-023|MjbuarJ7SE0:semantic_cosine_wp240_v1:6,mit60001-q-023,excluded_existing,How does the course explain abstraction when functions are used in a program?,"- Abstraction captures a computation inside a procedure and exposes a contract.
- The caller does not need to know the procedure's internal details as long as it delivers the promised result.
- Functions also support decomposition by organizing code into coherent structural units.",candidate_v2_e2,False,True,MjbuarJ7SE0:semantic_cosine_wp240_v1:6,3,"later on if they find it useful.
So today we're introducing
this idea of functions.
And functions are
mechanisms to achieve
decomposition and abstraction.
So these are two
key words here that
are going to pop up
in today's lecture
and also in future lectures.
So before I introduce
decomposition and abstraction
in the context of
functions, let's
first take a look at just
sort of a real-life example.
So let's take a projector.
I'm using one right now.
Quick show of hands.",https://www.youtube.com/watch?v=MjbuarJ7SE0&t=247s,,The evidence supports the requested mechanism or behavior. The selected excerpts directly explain abstraction when functions are used in a program.,prompt_v2_m3_human_review,supports,"Directly states that functions are mechanisms for decomposition and abstraction, supporting the high-level connection though not the detailed abstraction contract.",reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
